manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Tesla Motors,P85,310,27.05.2015,111,27,Summer tires,0,1,1,Normal,25.97,1,0,,13.27,Supercharger Lutterberg
Tesla Motors,P85,310,26.05.2015,100,22,Summer tires,0,1,1,Normal,25.97,1,0,,13.27,Supercharger Lutterberg
Tesla Motors,P85,310,24.05.2015,128,21,Summer tires,0,1,0,Normal,25.97,1,0,,13.27,Supercharger Rhüden
Tesla Motors,P85,310,24.05.2015,198.2,66,Summer tires,0,1,0,Fast,33.3,1,0,,20.6,Supercharger Hohenwarsleben
Tesla Motors,P85,310,24.05.2015,0,6.8,Summer tires,0,1,0,Fast,25.97,1,0,,13.27,Tropical Islands
Tesla Motors,P85,310,24.05.2015,94,27.8,Summer tires,1,1,0,Fast,29.57,1,0,,16.87,Tropical Islands
Tesla Motors,P85,310,24.05.2015,166,58.5,Summer tires,0,1,0,Fast,20.56,1,0,,7.86,Supercharger Berlin (SeC)
Tesla Motors,P85,310,21.05.2015,230,31,Summer tires,0,1,0,Normal,20.56,1,0,,7.86,Supercharger Hohenwarsleben
Tesla Motors,P85,310,19.05.2015,263,46,Summer tires,0,1,1,Normal,20.56,1,0,,7.86,Supercharger Lutterberg
Tesla Motors,P85,310,16.05.2015,14,26.08,Summer tires,0,1,1,Normal,22.03,1,0,,9.33,Kaufpark
Tesla Motors,P85,310,16.05.2015,36,2.8,Summer tires,0,1,1,Normal,22.03,1,0,,9.33,zu Hause
Tesla Motors,P85,310,13.05.2015,99,29,Summer tires,0,1,1,Normal,22.03,1,0,,9.33,Supercharger Lutterberg
Tesla Motors,P85,310,12.05.2015,259,51.5,Summer tires,0,1,0,Normal,19.9,1,0,,7.2,Supercharger Rhüden
Tesla Motors,P85,310,12.05.2015,128,35,Summer tires,0,1,0,Fast,22.59,1,0,,9.89,Hotel Schloss Kartzow
Tesla Motors,P85,310,11.05.2015,185,35,Summer tires,0,1,0,Normal,22.59,1,0,,9.89,Supercharger Hohenwarsleben
Tesla Motors,P85,310,10.05.2015,6,12.17,Summer tires,0,1,1,Normal,22.59,1,0,,9.89,zu Hause
Tesla Motors,P85,310,08.05.2015,244,45,Summer tires,0,1,1,Fast,22.59,1,0,,9.89,Groner Tor
Tesla Motors,P85,310,04.05.2015,4,46,Summer tires,1,1,0,Normal,21.93,1,0,,9.23,Groner Tor
Tesla Motors,P85,310,04.05.2015,42,1.1,Summer tires,1,1,0,Normal,21.93,1,0,,9.23,Kaufpark
Tesla Motors,P85,310,03.05.2015,175,15,Summer tires,0,0,1,Normal,21.93,1,0,,9.23,Supercharger Lutterberg
Tesla Motors,P85,310,03.05.2015,127,28,Summer tires,0,1,0,Fast,21.93,1,0,,9.23,Supercharger Wilnsdorf
Tesla Motors,P85,310,02.05.2015,280,51,Summer tires,0,1,0,Normal,21.93,1,0,,9.23,Supercharger Kamen
Tesla Motors,P85,310,02.05.2015,36,4.54,Summer tires,0,1,1,Normal,21.93,1,0,,9.23,zu Hause
Tesla Motors,P85,310,30.04.2015,85,27.3,Summer tires,0,1,0,Normal,23.54,1,0,,10.84,Firma
Tesla Motors,P85,310,29.04.2015,1,15.9,Summer tires,0,1,0,Normal,23.54,1,0,,10.84,Firma
Tesla Motors,P85,310,29.04.2015,211,32,Summer tires,0,1,0,Normal,23.54,1,0,,10.84,Supercharger Lutterberg
Tesla Motors,P85,310,25.04.2015,46,5.55,Summer tires,0,1,0,Normal,23.54,1,0,,10.84,zu Hause
Tesla Motors,P85,310,24.04.2015,37,7.2,Summer tires,0,1,0,Normal,19.46,1,0,,6.76,Firma
Tesla Motors,P85,310,24.04.2015,88,63,Summer tires,0,1,0,Normal,21.28,1,0,,8.58,Supercharger Lutterberg
Tesla Motors,P85,310,23.04.2015,298,22,Summer tires,0,1,0,Normal,21.28,1,0,,8.58,Supercharger Lutterberg
Tesla Motors,P85,310,23.04.2015,321,63.7,Summer tires,0,1,1,Normal,21.28,1,0,,8.58,Hotel Kameha Grand
Tesla Motors,P85,310,22.04.2015,34,2.22,Summer tires,0,1,1,Normal,21.28,1,0,,8.58,zu Hause
Tesla Motors,P85,310,21.04.2015,1,7,Summer tires,0,1,1,Normal,21.28,1,0,,8.58,Supercharger Lutterberg
Tesla Motors,P85,310,21.04.2015,38,32,Summer tires,0,1,1,Normal,26.26,1,0,,13.56,Firma
Tesla Motors,P85,310,19.04.2015,50,22.81,Summer tires,0,1,1,Normal,26.26,1,0,,13.56,zu Hause
Tesla Motors,P85,310,17.04.2015,235,30,Summer tires,0,1,1,Normal,26.26,1,0,,13.56,Supercharger Lutterberg
Tesla Motors,P85,310,14.04.2015,1,44.9,Summer tires,0,1,1,Normal,26.9,1,0,,14.2,Firma
Tesla Motors,P85,310,14.04.2015,244,21,Summer tires,0,1,0,Fast,26.9,1,0,,14.2,Supercharger Lutterberg
Tesla Motors,P85,310,13.04.2015,156,60,Summer tires,0,1,0,Normal,24,1,0,,11.3,Supercharger Kamen
Tesla Motors,P85,310,13.04.2015,210,36,Summer tires,0,1,0,Normal,24,1,0,,11.3,Supercharger Kamen
Tesla Motors,P85,310,12.04.2015,4,12,Summer tires,0,1,1,Normal,24,1,0,,11.3,zu Hause
Tesla Motors,P85,310,11.04.2015,183,13,Winter tires,0,1,1,Normal,24,1,0,,11.3,Groner Tor
Tesla Motors,P85,310,09.04.2015,64,11.7,Winter tires,0,1,1,Normal,24,1,0,,11.3,Firma
Tesla Motors,P85,310,09.04.2015,111,42,Winter tires,0,1,1,Normal,24,1,0,,11.3,Groner Tor
Tesla Motors,P85,310,08.04.2015,93,32.7,Winter tires,0,1,1,Normal,35.16,1,0,,22.46,Firma
Tesla Motors,P85,310,02.04.2015,152,43,Winter tires,0,1,1,Normal,28.29,1,0,,15.59,Supercharger Lutterberg
Tesla Motors,P85,310,30.03.2015,1,29.8,Winter tires,0,1,1,Normal,26.61,1,0,,13.91,Firma
Tesla Motors,P85,310,30.03.2015,220,29,Winter tires,0,1,1,Normal,26.61,1,0,,13.91,Supercharger Lutterberg
Tesla Motors,P85,310,25.03.2015,183,45,Winter tires,0,1,1,Normal,24.59,1,0,,11.89,Supercharger Lutterberg
Tesla Motors,P85,310,23.03.2015,115.9,37,Winter tires,0,1,1,Normal,31.92,1,0,,19.22,Supercharger Lutterberg
Tesla Motors,P85,310,19.03.2015,1,7.4,Winter tires,0,1,1,Normal,20.71,1,0,,8.01,Firma
Tesla Motors,P85,310,19.03.2015,77,51,Winter tires,0,1,1,Normal,20.71,1,0,,8.01,Supercharger Lutterberg
Tesla Motors,P85,310,18.03.2015,71,9,Winter tires,0,1,1,Normal,20.71,1,0,,8.01,Supercharger Lutterberg
Tesla Motors,P85,310,17.03.2015,287,22.9,Winter tires,0,1,1,Normal,20.71,1,0,,8.01,Firma
Tesla Motors,P85,310,13.03.2015,175,40,Winter tires,0,1,1,Normal,27.27,1,0,,14.57,Firma
Tesla Motors,P85,310,11.03.2015,165,52.71,Winter tires,0,1,1,Normal,27.27,1,0,,14.57,SUN
Tesla Motors,P85,310,09.03.2015,214,61,Winter tires,0,1,1,Normal,28.5,1,0,,15.8,Supercharger Lutterberg
Tesla Motors,P85,310,07.03.2015,70,16.7,Winter tires,0,1,1,Moderate,23.86,1,0,,11.16,Firma
Tesla Motors,P85,310,06.03.2015,151,37.2,Winter tires,0,1,1,Normal,24.64,1,0,,11.94,Firma
Tesla Motors,P85,310,04.03.2015,350,67,Winter tires,0,1,1,Moderate,22.57,1,0,,9.87,Supercharger Lutterberg
Tesla Motors,P85,310,04.03.2015,70,27.8,Winter tires,0,1,1,Normal,22.57,1,0,,9.87,Firma
Tesla Motors,P85,310,03.03.2015,176,59,Winter tires,0,1,1,Normal,22.14,1,0,,9.44,Supercharger Lutterberg
Tesla Motors,P85,310,03.03.2015,278,31,Winter tires,0,1,1,Normal,22.14,1,0,,9.44,Supercharger Kamen
Tesla Motors,P85,310,03.03.2015,70,26,Winter tires,0,1,1,Normal,22.14,1,0,,9.44,Supercharger Lutterberg
Tesla Motors,P85,310,02.03.2015,71,27.8,Winter tires,0,1,1,Normal,25.21,1,0,,12.51,Firma
Tesla Motors,P85,310,27.02.2015,142,36.8,Winter tires,0,1,1,Normal,25.21,0,0,,12.51,Firma
Tesla Motors,P85,310,24.02.2015,158,39.5,Winter tires,0,1,1,Normal,25.21,0,0,,12.51,Firma
Tesla Motors,P85,310,20.02.2015,243,50.7,Winter tires,0,1,0,Normal,25.21,0,0,,12.51,Firma
Tesla Motors,P85,310,19.02.2015,223,53,Winter tires,0,1,0,Normal,23.77,0,0,,11.07,Supercharger Hohenwarsleben
Tesla Motors,P85,310,18.02.2015,71,19.3,Winter tires,0,1,1,Normal,27.18,0,0,,14.48,Firma
Tesla Motors,P85,310,17.02.2015,72,19.8,Winter tires,0,1,1,Normal,27.5,0,0,,14.8,Firma
Tesla Motors,P85,310,16.02.2015,220,46.8,Winter tires,0,1,1,Normal,25.91,0,0,,13.21,Supercharger Lutterberg
Tesla Motors,P85,310,13.02.2015,220,77.4,Winter tires,0,1,1,Fast,35.18,1,1,,22.48,Firma
Tesla Motors,P85,310,09.02.2015,77,63.7,Winter tires,0,1,1,Normal,23.42,1,1,,10.72,Firma
Tesla Motors,P85,310,07.02.2015,209,29,Winter tires,0,1,0,Normal,23.42,1,1,,10.72,Supercharger Lutterberg
Tesla Motors,P85,310,07.02.2015,106,10,Winter tires,0,1,0,Normal,23.42,1,1,,10.72,Supercharger Gramschatzer Wald
Tesla Motors,P85,310,07.02.2015,324,72,Winter tires,0,1,1,Normal,23.42,1,1,,10.72,Supercharger Satteldorf
Tesla Motors,P85,310,07.02.2015,330,62,Winter tires,0,1,1,Normal,23.42,1,1,,10.72,Hotel Jägeralpe
Tesla Motors,P85,310,31.01.2015,102,37.47,Winter tires,0,1,1,Normal,23.42,1,1,,10.72,SW Feuchtwangen
Tesla Motors,P85,310,30.01.2015,215,45,Winter tires,0,1,1,Normal,23.42,1,1,,10.72,Supercharger Gramschatzer Wald
Tesla Motors,P85,310,30.01.2015,188,64.4,Winter tires,0,1,1,Normal,34.26,1,1,,21.56,Firma
Tesla Motors,P85,310,28.01.2015,100,48.9,Winter tires,0,1,1,Normal,26.47,1,1,,13.77,Firma
Tesla Motors,P85,310,27.01.2015,232,48,Winter tires,0,1,0,Normal,26.47,1,1,,13.77,Supercharger Rhüden
Tesla Motors,P85,310,27.01.2015,296,70,Winter tires,0,1,0,Normal,26.47,1,1,,13.77,Supercharger Hamburg
Tesla Motors,P85,310,26.01.2015,78,20,Winter tires,0,1,1,Normal,26.47,1,1,,13.77,zu Hause
Tesla Motors,P85,310,23.01.2015,128,35,Winter tires,0,1,1,Normal,32.85,1,1,,20.15,Firma
Tesla Motors,P85,310,22.01.2015,4,8.36,Winter tires,0,1,1,Normal,32.85,1,1,,20.15,Kaufpark
Tesla Motors,P85,310,22.01.2015,65,42,Winter tires,0,1,1,Normal,28.87,1,1,,16.17,Groner Tor
Tesla Motors,P85,310,19.01.2015,197,50,Winter tires,0,1,1,Normal,28.87,1,1,,16.17,Supercharger Lutterberg
Tesla Motors,P85,310,15.01.2015,36,13.85,Winter tires,0,1,1,Normal,28.87,1,1,,16.17,SUN
Tesla Motors,P85,310,15.01.2015,210.6,49.2,Winter tires,0,1,1,Normal,23.4,1,1,,10.7,Supercharger Lutterberg
Tesla Motors,P85,310,09.01.2015,86,37.27,Winter tires,0,1,1,Normal,28.72,1,1,,16.02,SUN
Tesla Motors,P85,310,08.01.2015,189,41.7,Winter tires,0,1,1,Normal,28.72,1,1,,16.02,Firma
Tesla Motors,P85,310,06.01.2015,1,18,Winter tires,0,1,1,Normal,31.3,1,1,,18.6,"Firma - 2397,7-2352,4"
Tesla Motors,P85,310,06.01.2015,171.5,36,Winter tires,0,1,1,Normal,31.3,1,1,,18.6,Supercharger Lutterberg
Tesla Motors,P85,310,31.12.2014,90,57,Winter tires,0,1,1,Normal,26.43,1,1,,13.73,Supercharger Lutterberg
Tesla Motors,P85,310,30.12.2014,17,8.88,Winter tires,0,1,1,Normal,26.43,1,1,,13.73,SUN
Tesla Motors,P85,310,30.12.2014,165,6,Winter tires,0,1,1,Normal,26.43,1,1,,13.73,Supercharger Lutterberg
Tesla Motors,P85,310,27.12.2014,82,46.79,Winter tires,0,1,1,Normal,32.77,1,1,,20.07,SUN
Tesla Motors,P85,310,24.12.2014,6,27.47,Winter tires,0,1,1,Normal,32.77,1,1,,20.07,SUN
Tesla Motors,P85,310,24.12.2014,46,10.28,Winter tires,0,1,1,Normal,32.77,1,1,,20.07,SUN
Tesla Motors,P85,310,23.12.2014,185,20,Winter tires,0,1,1,Fast,32.77,1,1,,20.07,Supercharger Lutterberg
Tesla Motors,P85,310,20.12.2014,104,32.09,Winter tires,0,1,1,Normal,30.86,1,1,,18.16,SUN
Tesla Motors,P85,310,18.12.2014,1,16.2,Winter tires,0,1,1,Normal,27.06,1,1,,14.36,Firma
Tesla Motors,P85,310,18.12.2014,35,33,Winter tires,0,1,1,Normal,27.06,1,1,,14.36,Supercharger Lutterberg
Tesla Motors,P85,310,18.12.2014,112,21.31,Winter tires,0,1,1,Normal,27.06,1,1,,14.36,zu Hause
Tesla Motors,P85,310,16.12.2014,222,29.6,Winter tires,0,1,1,Fast,27.06,1,1,,14.36,Firma
Tesla Motors,P85,310,12.12.2014,97,28.9,Winter tires,0,1,1,Normal,28.34,1,1,,15.64,Firma
Tesla Motors,P85,310,11.12.2014,80,41,Winter tires,0,1,1,Normal,28.34,1,1,,15.64,Supercharger Lutterberg
Tesla Motors,P85,310,10.12.2014,179,31,Winter tires,0,1,1,Normal,28.34,1,1,,15.64,Supercharger Lutterberg
Tesla Motors,P85,310,08.12.2014,201,53,Winter tires,0,1,1,Fast,26.37,1,1,,13.67,Supercharger Lutterberg
Tesla Motors,P85,310,07.12.2014,163,29.15,Winter tires,0,1,1,Fast,17.97,1,1,,5.27,SUN
Tesla Motors,P85,310,04.12.2014,84,26.1,Winter tires,0,1,1,Fast,17.97,1,1,,5.27,Firma
Tesla Motors,P85,310,03.12.2014,107,45.8,Winter tires,0,1,1,Fast,17.97,1,1,,5.27,Firma
Tesla Motors,P85,310,02.12.2014,277,12.32,Winter tires,0,1,1,Normal,17.97,1,1,,5.27,zu Hause
Tesla Motors,P85,310,27.11.2014,92,27.7,Winter tires,0,1,1,Normal,28.87,1,0,,16.17,Firma
Tesla Motors,P85,310,26.11.2014,37,13,Winter tires,0,1,1,Normal,28.87,1,0,,16.17,Firma
Tesla Motors,P85,310,26.11.2014,37,7.22,Winter tires,0,1,1,Normal,28.87,1,0,,16.17,zu Hause
Tesla Motors,P85,310,25.11.2014,160,46.1,Winter tires,0,1,1,Normal,28.81,1,0,,16.11,Firma
Tesla Motors,P85,310,21.11.2014,88,21.4,Winter tires,0,1,1,Normal,24.32,1,0,,11.62,Firma
Tesla Motors,P85,310,20.11.2014,71,16.7,Winter tires,0,1,1,Normal,23.52,1,0,,10.82,Firma
Tesla Motors,P85,310,19.11.2014,201,61.6,Winter tires,0,1,1,Normal,21.86,1,0,,9.16,Firma
Tesla Motors,P85,310,18.11.2014,330,46,Winter tires,0,1,0,Normal,21.86,1,0,,9.16,Supercharger Mücke
Tesla Motors,P85,310,18.11.2014,36,16.34,Winter tires,0,1,1,Normal,21.86,1,0,,9.16,zu Hause
Tesla Motors,P85,310,17.11.2014,251,55.5,Winter tires,0,1,1,Fast,22,1,1,,9.3,Supercharger Lutterberg
Tesla Motors,P85,310,14.11.2014,92,21.79,Winter tires,0,1,1,Fast,23.68,1,0,,10.98,SUN
Tesla Motors,P85,310,13.11.2014,240,60.3,Winter tires,0,1,0,Fast,24.74,1,0,,12.04,Firma
Tesla Motors,P85,310,12.11.2014,80,66,Winter tires,0,1,0,Fast,24.74,1,0,,12.04,Supercharger Kamen
Tesla Motors,P85,310,12.11.2014,307,16,Winter tires,0,1,1,Normal,24.74,1,1,,12.04,SeC Düsseldorf
Tesla Motors,P85,310,12.11.2014,35,21.5,Winter tires,0,1,1,Fast,24.74,1,1,,12.04,zu Hause
Tesla Motors,P85,310,11.11.2014,107,30.3,Winter tires,0,1,1,Fast,28.32,1,0,,15.62,Firma
Tesla Motors,P85,310,07.11.2014,74,16.3,Summer tires,0,1,1,Normal,21.9,1,0,,9.2,Firma
Tesla Motors,P85,310,06.11.2014,1,36.6,Summer tires,0,1,1,Normal,22.83,1,0,,10.13,Firma
Tesla Motors,P85,310,06.11.2014,174,23,Summer tires,0,1,1,Normal,22.83,1,0,,10.13,Supercharger Lutterberg
Tesla Motors,P85,310,03.11.2014,219,30.9,Summer tires,0,1,1,Normal,22.83,1,0,,10.13,Firma
Tesla Motors,P85,310,31.10.2014,100,22.3,Summer tires,0,1,1,Fast,22.83,1,0,,10.13,Firma
Tesla Motors,P85,310,30.10.2014,1,26.1,Summer tires,0,1,1,Normal,22.65,1,0,,9.95,Firma
Tesla Motors,P85,310,30.10.2014,248,29,Summer tires,0,1,0,Normal,22.65,1,0,,9.95,Supercharger Lutterberg
Tesla Motors,P85,310,29.10.2014,111,68,Summer tires,0,1,0,Normal,22.65,1,0,,9.95,Supercharger Kamen
Tesla Motors,P85,310,29.10.2014,303,14,Summer tires,0,1,0,Normal,22.65,1,0,,9.95,Hotel Relexa DUS
Tesla Motors,P85,310,28.10.2014,8,46.62,Summer tires,0,1,1,Normal,22.65,1,0,,9.95,zu Hause
Tesla Motors,P85,310,27.10.2014,90,13.05,Summer tires,0,1,1,Normal,22.65,1,0,,9.95,Kaufpark
Tesla Motors,P85,310,17.10.2014,112,41,Summer tires,0,1,0,Normal,22.65,1,0,,9.95,Supercharger Lutterberg
Tesla Motors,P85,310,16.10.2014,338,27,Summer tires,0,1,0,Normal,22.65,1,0,,9.95,Supercharger Rhüden
Tesla Motors,P85,310,16.10.2014,46,19.94,Summer tires,0,1,0,Normal,22.65,1,0,,9.95,zu Hause
Tesla Motors,P85,310,15.10.2014,1,26.2,Summer tires,0,1,0,Normal,20.86,1,0,,8.16,Firma
Tesla Motors,P85,310,15.10.2014,36,37,Summer tires,0,1,0,Normal,20.86,1,0,,8.16,Supercharger Lutterberg
Tesla Motors,P85,310,15.10.2014,286,4.18,Summer tires,0,1,0,Normal,20.86,1,0,,8.16,zu Hause
Tesla Motors,P85,310,14.10.2014,282,61,Summer tires,0,1,0,Normal,23.32,1,0,,10.62,Stadtwerke Düsseldorf
Tesla Motors,P85,310,14.10.2014,7,1.6,Summer tires,0,1,1,Normal,23.32,1,0,,10.62,Kaufpark
Tesla Motors,P85,310,14.10.2014,35,12.97,Summer tires,0,1,1,Normal,23.32,1,0,,10.62,zu Hause
Tesla Motors,P85,310,13.10.2014,1,45.5,Summer tires,0,1,1,Normal,22.83,1,0,,10.13,Firma
Tesla Motors,P85,310,13.10.2014,161,21,Summer tires,0,1,1,Normal,22.83,1,0,,10.13,Supercharger Lutterberg
Tesla Motors,P85,310,11.10.2014,119,21,Summer tires,0,1,1,Normal,22.83,1,0,,10.13,Kaufpark
Tesla Motors,P85,310,09.10.2014,184,34,Summer tires,0,1,0,Fast,22.83,1,0,,10.13,Supercharger Lutterberg
Tesla Motors,P85,310,04.10.2014,109,9.57,Summer tires,0,1,0,Fast,22.83,1,0,,10.13,zu Hause
Tesla Motors,P85,310,01.10.2014,178,60,Summer tires,0,1,0,Fast,23.09,1,0,,10.39,Supercharger Lutterberg
Tesla Motors,P85,310,01.10.2014,297,41,Summer tires,0,1,0,Fast,23.09,1,0,,10.39,Supercharger Kamen
Tesla Motors,P85,310,01.10.2014,28,8,Summer tires,0,1,1,Normal,23.09,1,0,,10.39,Supercharger Lutterberg
Tesla Motors,P85,310,01.10.2014,47,18,Summer tires,0,1,1,Normal,23.09,1,1,,10.39,zu Hause
Tesla Motors,P85,310,30.09.2014,73,17.8,Summer tires,0,1,1,Fast,24.38,1,0,,11.68,Firma
Tesla Motors,P85,310,29.09.2014,233,59,Summer tires,0,1,1,Fast,21.8,1,0,,9.1,Supercharger Lutterberg
Tesla Motors,P85,310,27.09.2014,111,16,Summer tires,0,1,1,Fast,21.8,1,0,,9.1,Kaufpark
Tesla Motors,P85,310,26.09.2014,143,36.1,Summer tires,0,1,1,Fast,25.24,1,0,,12.54,Firma
Tesla Motors,P85,310,24.09.2014,1,11.6,Summer tires,0,1,1,Normal,23.04,1,0,,10.34,Firma
Tesla Motors,P85,310,24.09.2014,224,54,Summer tires,0,1,1,Normal,23.04,1,0,,10.34,Supercharger Lutterberg
Tesla Motors,P85,310,19.09.2014,39,33.6,Summer tires,0,1,1,Normal,23.04,1,0,,10.34,Firma
Tesla Motors,P85,310,17.09.2014,236,16,Summer tires,0,1,0,Fast,23.04,1,0,,10.34,zu Hause
Tesla Motors,P85,310,16.09.2014,217,51,Summer tires,0,1,0,Fast,23.5,1,0,,10.8,Supercharger Neuberg
Tesla Motors,P85,310,14.09.2014,407,58,Summer tires,0,1,1,Normal,15,1,0,,2.3,EnBW Baden-Baden
Tesla Motors,P85,310,14.09.2014,231,67,Summer tires,0,1,1,Normal,18.23,1,0,,5.53,Interalpen-Hotel 
Tesla Motors,P85,310,13.09.2014,199,26,Summer tires,0,1,1,Normal,18.23,1,0,,5.53,Hotel Dolomiti Madonna
Tesla Motors,P85,310,11.09.2014,90,18,Summer tires,0,1,1,Normal,18.23,1,0,,5.53,Hotel A-Rosa
Tesla Motors,P85,310,11.09.2014,165,49,Summer tires,0,1,0,Normal,21.73,1,0,,9.03,Supercharger Irschenberg
Tesla Motors,P85,310,11.09.2014,217,44.4,Summer tires,0,1,0,Normal,20.4,1,0,,7.7,Supercharger Jettingen-Scheppach
Tesla Motors,P85,310,10.09.2014,252,64,Summer tires,0,1,0,Normal,21.08,1,0,,8.38,Supercharger Gramschatzer Wald
Tesla Motors,P85,310,10.09.2014,144,21.9,Summer tires,0,1,1,Normal,21.08,1,0,,8.38,Firma
Tesla Motors,P85,310,08.09.2014,221,55,Summer tires,0,1,1,Normal,21.08,1,0,,8.38,Supercharger Lutterberg
Tesla Motors,P85,310,06.09.2014,88,34,Summer tires,0,1,1,Normal,21.08,1,0,,8.38,Supercharger Lutterberg
Tesla Motors,P85,310,05.09.2014,215,19,Summer tires,0,1,1,Normal,21.08,1,0,,8.38,Supercharger Lutterberg
Tesla Motors,P85,310,02.09.2014,125,53,Summer tires,0,1,1,Normal,21.1,1,0,,8.4,Supercharger Lutterberg
Tesla Motors,P85,310,30.08.2014,44,8.81,Summer tires,0,1,1,Normal,21.83,1,0,,9.13,Kaufpark
Tesla Motors,P85,310,07.08.2014,85,37.6,Summer tires,0,1,1,Normal,21.83,1,0,,9.13,Firma
Tesla Motors,P85,310,05.08.2014,90,16.3,Summer tires,0,1,1,Normal,18,1,0,,5.3,Firma - von 50% auf 50%
Tesla Motors,P85,310,04.08.2014,285,19,Summer tires,0,1,0,Normal,21.83,1,0,,9.13,Firma
Tesla Motors,P85,310,30.07.2014,109,65,Summer tires,0,1,0,Normal,22.24,1,0,,9.54,Supercharger   Lutterberg
Tesla Motors,P85,310,28.07.2014,240,12.62,Summer tires,0,1,0,Normal,22.24,1,0,,9.54,zu Hause
Tesla Motors,P85,310,27.07.2014,192,52,Summer tires,0,1,1,Normal,17.57,1,0,,4.87,Supercharger Gramschatzer Wald
Tesla Motors,P85,310,27.07.2014,121,3,Summer tires,0,1,1,Normal,17.57,1,0,,4.87,EMiS Göppingen
Tesla Motors,P85,310,27.07.2014,127,34,Summer tires,0,1,1,Normal,20.07,1,0,,7.37,Supercharger Aichstetten
Tesla Motors,P85,310,27.07.2014,62,20,Summer tires,0,0,1,Normal,20.07,1,0,,7.37,Jägeralpe
Tesla Motors,P85,310,26.07.2014,69,10,Summer tires,0,0,1,Normal,20.07,1,0,,7.37,Hotel Schäfle
Tesla Motors,P85,310,26.07.2014,234,26,Summer tires,0,0,1,Normal,20.07,1,0,,7.37,Supercharger St. Anton
Tesla Motors,P85,310,25.07.2014,261,70,Summer tires,0,1,0,Normal,20.07,1,0,,7.37,Supercharger Aichstetten
Tesla Motors,P85,310,25.07.2014,205,50,Summer tires,0,1,0,Normal,20.07,1,0,,7.37,Supercharger Gramschatzer Wald
Tesla Motors,P85,310,25.07.2014,142,10.8,Summer tires,0,1,0,Normal,20.07,1,0,,7.37,Firma
Tesla Motors,P85,310,23.07.2014,73,26,Summer tires,0,1,0,Normal,24.19,1,0,,11.49,Supercharger Lutterberg
Tesla Motors,P85,310,23.07.2014,204,41,Summer tires,0,1,0,Normal,24.19,1,0,,11.49,Supercharger Lutterberg
Tesla Motors,P85,310,23.07.2014,205,27.29,Summer tires,0,1,0,Normal,22.38,1,0,,9.68,RWE
Tesla Motors,P85,310,22.07.2014,115,48.6,Summer tires,0,1,0,Normal,22.38,1,0,,9.68,Firma
Tesla Motors,P85,310,19.07.2014,245,50.53,Summer tires,0,1,0,Normal,22.38,1,0,,9.68,zu Hause
Tesla Motors,P85,310,16.07.2014,269,49,Summer tires,0,1,0,Normal,17.75,1,0,,5.05,Supercharger Kamen
Tesla Motors,P85,310,15.07.2014,251,51,Summer tires,0,1,0,Normal,17.75,1,0,,5.05,Supercharger Kamen
Tesla Motors,P85,310,14.07.2014,155,19.8,Summer tires,0,1,0,Normal,17.75,1,0,,5.05,Firma
Tesla Motors,P85,310,11.07.2014,263,65,Summer tires,0,1,0,Moderate,21.35,1,0,,8.65,Supercharger Lutterberg
Tesla Motors,P85,310,10.07.2014,70,11.85,Summer tires,0,1,0,Moderate,21.35,1,0,,8.65,zu Hause
Tesla Motors,P85,310,09.07.2014,219,41,Summer tires,0,1,0,Moderate,21.35,1,0,,8.65,Supercharger  Lutterberg
Tesla Motors,P85,310,06.07.2014,46,15.54,Summer tires,0,1,0,Moderate,21.97,1,0,,9.27,zu Hause
Tesla Motors,P85,310,03.07.2014,300,52,Summer tires,0,1,0,Moderate,21.97,1,0,,9.27,Supercharger Lutterberg
Tesla Motors,P85,310,03.07.2014,1,10,Summer tires,0,1,0,Moderate,21.97,1,0,,9.27,Supercharger Lutterberg
Tesla Motors,P85,310,03.07.2014,73,55,Summer tires,0,1,0,Moderate,21.97,1,0,,9.27,Firma
Tesla Motors,P85,310,02.07.2014,360,30,Summer tires,0,1,0,Moderate,21.97,1,0,,9.27,Supercharger Lutterberg
Tesla Motors,P85,310,30.06.2014,299,60.4,Summer tires,0,1,0,Normal,21.97,1,0,,9.27,EWE
Tesla Motors,P85,310,29.06.2014,75,30.58,Summer tires,0,1,0,Normal,21.97,1,0,,9.27,zu Hause
Tesla Motors,P85,310,27.06.2014,1,34.3,Summer tires,0,1,0,Normal,21.31,1,0,,8.61,Firma
Tesla Motors,P85,310,27.06.2014,73,20,Summer tires,0,1,0,Normal,21.31,1,0,,8.61,Supercharger Lutterberg
Tesla Motors,P85,310,26.06.2014,270,19,Summer tires,0,1,0,Normal,21.31,1,0,,8.61,Supercharger Lutterberg
Tesla Motors,P85,310,24.06.2014,108,29,Summer tires,0,1,0,Fast,26.85,1,0,,14.15,Supercharger Lutterberg
Tesla Motors,P85,310,19.06.2014,243,59,Summer tires,0,1,0,Normal,19.81,1,0,,7.11,Supercharger Lutterberg
Tesla Motors,P85,310,18.06.2014,197,25,Summer tires,0,1,0,Normal,19.81,1,0,,7.11,PV Greiser
Tesla Motors,P85,310,18.06.2014,181,39,Summer tires,0,1,0,Normal,19.81,1,0,,7.11,Supercharger Lutterberg
Tesla Motors,P85,310,15.06.2014,118,27,Summer tires,0,1,0,Normal,22.88,1,0,,10.18,Supercharger Lutterberg
