manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Tesla Motors,Model S 90D,310,04.08.2017,47.1,7.06,Summer tires,1,1,1,Moderate,14.99,1,0,,2.29,"Bahnhof Unterföhring, Verbrauch war 150 Wh"
Tesla Motors,Model S 90D,310,04.08.2017,346.1,57,Summer tires,1,1,1,Moderate,16.47,1,0,,3.77,
Tesla Motors,Model S 90D,310,03.08.2017,238.1,30.9,Summer tires,1,1,1,Moderate,12.98,1,0,,0.28,
Tesla Motors,Model S 90D,310,02.08.2017,228.9,40.8,Summer tires,1,1,1,Moderate,17.82,1,0,,5.12,
Tesla Motors,Model S 90D,310,02.08.2017,158.5,20.1,Summer tires,1,1,1,Moderate,12.68,1,0,,-0.02,
Tesla Motors,Model S 90D,310,31.07.2017,353.1,50.9,Summer tires,1,1,1,Moderate,14.42,1,0,,1.72,
Tesla Motors,Model S 90D,310,31.07.2017,214.5,33.2,Summer tires,1,1,1,Moderate,15.48,1,0,,2.78,
Tesla Motors,Model S 90D,310,31.07.2017,283,42.1,Summer tires,1,1,1,Moderate,14.88,1,0,,2.18,
Tesla Motors,Model S 90D,310,26.07.2017,4.8,0.9,Summer tires,1,1,1,Moderate,18.75,1,0,,6.05,weitere 13 kW bei Kaufland geladen :-).
Tesla Motors,Model S 90D,310,26.07.2017,197.4,33.7,Summer tires,1,1,1,Moderate,17.07,1,0,,4.37,"In diesen Daten ist eine ca. 30 km lange Vorführfahrt enthalten, d.h. einige Male über 200 kmh und wann immer es ging maximale Beschleunigung. Ich glaube der Verbrauch lag bei ~300 Wh/km. Und dann gab es noch eine flotte Probefahrt über ca. 25km"
Tesla Motors,Model S 90D,310,22.07.2017,143.4,20.1,Summer tires,1,1,1,Moderate,14.02,1,0,,1.32,
Tesla Motors,Model S 90D,310,21.07.2017,314.4,47.7,Summer tires,1,1,1,Moderate,15.17,1,0,,2.47,"auf SoC 50% geladen bei Kaufland, wie alle SuC ebenfalls kostenlos"
Tesla Motors,Model S 90D,310,17.07.2017,340.8,51,Summer tires,1,1,1,Moderate,14.96,1,0,,2.26,
Tesla Motors,Model S 90D,310,13.07.2017,181.4,26.7,Summer tires,1,1,1,Moderate,14.72,1,0,,2.02,kostenlos bei IKEA
Tesla Motors,Model S 90D,310,06.07.2017,375.6,50.9,Summer tires,1,1,1,Moderate,13.55,0,0,,0.85,
Tesla Motors,Model S 90D,310,03.07.2017,350.9,49,Summer tires,1,1,1,Moderate,13.96,0,0,,1.26,
Tesla Motors,Model S 90D,310,03.07.2017,288.6,47.9,Summer tires,1,1,1,Normal,16.6,0,0,,3.9,
Tesla Motors,Model S 90D,310,02.07.2017,256.5,36.2,Summer tires,1,1,1,Normal,14.11,0,0,,1.41,
Tesla Motors,Model S 90D,310,30.06.2017,371,53.3,Summer tires,1,1,1,Normal,14.37,0,0,,1.67,
Tesla Motors,Model S 90D,310,27.06.2017,270.9,51.2,Summer tires,1,1,1,Normal,18.9,1,0,,6.2,
Tesla Motors,Model S 90D,310,25.06.2017,292.6,50.7,Summer tires,1,1,1,Normal,17.33,1,0,,4.63,
Tesla Motors,Model S 90D,310,25.06.2017,300.2,51.3,Summer tires,1,1,1,Normal,17.09,1,0,,4.39,
Tesla Motors,Model S 90D,310,25.06.2017,425.3,69.1,Summer tires,1,1,1,Normal,16.25,1,0,,3.55,
Tesla Motors,Model S 90D,310,24.06.2017,304.9,51,Summer tires,1,1,1,Moderate,16.73,1,0,,4.03,
Tesla Motors,Model S 90D,310,22.06.2017,214.9,32,Summer tires,1,1,1,Moderate,14.89,1,0,,2.19,
Tesla Motors,Model S 90D,310,17.06.2017,382.8,57.2,Summer tires,1,1,1,Moderate,14.94,0,0,,2.24,
Tesla Motors,Model S 90D,310,08.06.2017,294.8,46.6,Summer tires,1,1,1,Moderate,15.81,1,0,,3.11,
Tesla Motors,Model S 90D,310,04.06.2017,223.3,34.3,Summer tires,1,1,1,Moderate,15.36,1,0,,2.66,
Tesla Motors,Model S 90D,310,31.05.2017,245.6,33.3,Summer tires,1,1,1,Moderate,13.56,1,0,,0.86,
Tesla Motors,Model S 90D,310,31.05.2017,248.5,38,Summer tires,1,1,1,Moderate,15.29,1,0,,2.59,
Tesla Motors,Model S 90D,310,30.05.2017,136.9,21.8,Summer tires,1,1,1,Moderate,15.92,1,0,,3.22,
Tesla Motors,Model S 90D,310,29.05.2017,266.4,47.9,Summer tires,1,1,1,Moderate,17.98,1,0,,5.28,
Tesla Motors,Model S 90D,310,29.05.2017,20.5,3,Summer tires,1,1,1,Moderate,14.63,1,0,,1.93,
Tesla Motors,Model S 90D,310,26.05.2017,307.7,44.6,Summer tires,1,1,1,Moderate,14.49,0,0,,1.79,
Tesla Motors,Model S 90D,310,15.05.2017,77.6,11.4,Summer tires,1,0,1,Moderate,14.69,0,0,,1.99,
Tesla Motors,Model S 90D,310,13.05.2017,536.3,69.6,Summer tires,1,1,1,Moderate,12.98,0,0,,0.28,"Bisheriger Reichweitenrekord. Der war aber erstmal gar nicht geplant, aber der Akku war zumindest zu 95% gefüllt. Und am Ende hatte ich auch noch 30 km Restreichweite. Somit hätte ich sogar ca. 600 km geschafft. Und wenn ich erst stromsparend gefahren wär"
Tesla Motors,Model S 90D,310,13.05.2017,207.4,31.7,Summer tires,1,1,1,Normal,15.28,0,0,,2.58,
Tesla Motors,Model S 90D,310,11.05.2017,139.8,22.4,Summer tires,1,1,1,Normal,16.02,0,0,,3.32,
Tesla Motors,Model S 90D,310,10.05.2017,329.9,52.8,Summer tires,1,1,1,Normal,16,0,0,,3.3,
Tesla Motors,Model S 90D,310,06.05.2017,113.1,17.6,Summer tires,1,1,1,Normal,15.56,0,0,,2.86,
Tesla Motors,Model S 90D,310,06.05.2017,249.7,41,Summer tires,1,1,1,Normal,16.42,0,0,,3.72,
Tesla Motors,Model S 90D,310,03.05.2017,342.8,57.9,Summer tires,1,1,1,Normal,16.89,0,0,,4.19,
Tesla Motors,Model S 90D,310,29.04.2017,87.8,17.4,Summer tires,1,1,1,Normal,19.82,0,0,,7.12,
Tesla Motors,Model S 90D,310,29.04.2017,258.9,44.9,Summer tires,1,1,1,Normal,17.34,0,0,,4.64,
Tesla Motors,Model S 90D,310,25.04.2017,119.2,21.4,Summer tires,1,1,1,Normal,17.95,0,0,,5.25,
Tesla Motors,Model S 90D,310,24.04.2017,265.5,39,Summer tires,1,1,1,Normal,14.69,0,0,,1.99,
Tesla Motors,Model S 90D,310,23.04.2017,218.3,37.4,Summer tires,1,1,1,Normal,17.13,0,0,,4.43,
Tesla Motors,Model S 90D,310,21.04.2017,309.5,56.7,Summer tires,1,1,1,Normal,18.32,0,0,,5.62,
Tesla Motors,Model S 90D,310,12.04.2017,264.9,46.9,Summer tires,1,1,1,Normal,17.7,0,0,,5,
Tesla Motors,Model S 90D,310,11.04.2017,302.6,53.4,Summer tires,1,1,1,Normal,17.65,0,0,,4.95,
Tesla Motors,Model S 90D,310,11.04.2017,131,22.4,Summer tires,1,1,1,Normal,17.1,0,0,,4.4,
Tesla Motors,Model S 90D,310,11.04.2017,296.5,51.6,Summer tires,1,1,1,Normal,17.4,0,0,,4.7,
Tesla Motors,Model S 90D,310,08.04.2017,332,55.9,Summer tires,1,1,1,Normal,16.84,0,0,,4.14,
Tesla Motors,Model S 90D,310,04.04.2017,340.1,56.5,Summer tires,1,1,1,Normal,16.61,0,0,,3.91,
Tesla Motors,Model S 90D,310,27.03.2017,11.2,2,Summer tires,1,1,1,Normal,17.86,0,0,,5.16,Einmal über Typ2-Anschluß an einem Parkplatz zum ausprobieren kurz geladen
Tesla Motors,Model S 90D,310,27.03.2017,309.7,55,Summer tires,1,1,1,Normal,17.76,0,0,,5.06,
Tesla Motors,Model S 90D,310,20.03.2017,23.4,4.3,Summer tires,1,1,1,Normal,18.38,0,0,,5.68,
Tesla Motors,Model S 90D,310,18.03.2017,263.9,45.9,Summer tires,1,1,1,Normal,17.39,0,0,,4.69,
Tesla Motors,Model S 90D,310,18.03.2017,56,8.96,Summer tires,1,1,1,Normal,16,0,0,,3.3,
Tesla Motors,Model S 90D,310,17.03.2017,19,2.7,Summer tires,1,1,1,Normal,14.21,0,0,,1.51,
Tesla Motors,Model S 90D,310,17.03.2017,241.4,43.9,Summer tires,1,1,1,Normal,18.19,0,0,,5.49,
Tesla Motors,Model S 90D,310,17.03.2017,82.3,12.6,Summer tires,1,1,1,Normal,15.31,0,0,,2.61,
Tesla Motors,Model S 90D,310,13.03.2017,312.6,52.1,Summer tires,1,1,1,Normal,16.67,0,0,,3.97,
Tesla Motors,Model S 90D,310,04.03.2017,300,49.3,Summer tires,1,1,1,Normal,16.43,0,0,,3.73,
Tesla Motors,Model S 90D,310,03.03.2017,199.5,37.4,Summer tires,1,1,1,Normal,18.75,0,0,,6.05,
Tesla Motors,Model S 90D,310,24.02.2017,206,35.4,Summer tires,1,1,1,Normal,17.18,0,0,,4.48,
Tesla Motors,Model S 90D,310,21.02.2017,93.6,16.9,Summer tires,1,1,1,Normal,18.06,0,0,,5.36,
Tesla Motors,Model S 90D,310,20.02.2017,196.9,43.6,Summer tires,1,1,1,Normal,22.14,0,0,,9.44,
Tesla Motors,Model S 90D,310,20.02.2017,279,51.7,Summer tires,1,1,1,Normal,18.53,0,0,,5.83,
Tesla Motors,Model S 90D,310,20.02.2017,282.1,53.9,Summer tires,1,1,1,Normal,19.11,0,0,,6.41,
Tesla Motors,Model S 90D,310,17.02.2017,333,59.5,Summer tires,1,1,1,Normal,17.87,0,0,,5.17,
Tesla Motors,Model S 90D,310,15.02.2017,110.6,18.9,Summer tires,1,1,1,Normal,17.09,0,0,,4.39,
Tesla Motors,Model S 90D,310,15.02.2017,236,42.8,Summer tires,1,1,1,Normal,18.14,0,0,,5.44,
Tesla Motors,Model S 90D,310,04.02.2017,217.2,41,Summer tires,1,1,1,Fast,18.88,0,0,,6.18,
Tesla Motors,Model S 90D,310,29.01.2017,185.4,35,Summer tires,1,1,1,Fast,18.88,0,0,,6.18,
Tesla Motors,Model S 90D,310,26.01.2017,244.2,51.7,Summer tires,1,1,1,Fast,21.17,0,0,,8.47,
Tesla Motors,Model S 90D,310,24.01.2017,242.4,54.5,Summer tires,1,1,1,Fast,22.48,0,0,,9.78,
Tesla Motors,Model S 90D,310,17.01.2017,132.1,31.5,Summer tires,1,1,1,Fast,23.85,0,0,,11.15,
Tesla Motors,Model S 90D,310,13.01.2017,185.5,37.3,Summer tires,1,1,1,Fast,20.11,0,0,,7.41,
Tesla Motors,Model S 90D,310,09.01.2017,204.8,44.3,Summer tires,1,1,1,Fast,21.63,0,0,,8.93,
Tesla Motors,Model S 90D,310,03.01.2017,305.6,57.1,Summer tires,1,1,1,Fast,18.68,0,0,,5.98,
Tesla Motors,Model S 90D,310,02.01.2017,300.7,57.9,Summer tires,1,1,1,Fast,19.26,0,0,,6.56,
Tesla Motors,Model S 90D,310,02.01.2017,35.1,7.1,Summer tires,1,1,1,Fast,20.23,0,0,,7.53,
Tesla Motors,Model S 90D,310,02.01.2017,238,52.2,Summer tires,1,1,1,Fast,21.93,0,0,,9.23,
Tesla Motors,Model S 90D,310,01.01.2017,174.6,41,Summer tires,1,1,1,Fast,23.48,0,0,,10.78,
Tesla Motors,Model S 90D,310,01.01.2017,153.9,33.6,Summer tires,1,1,1,Fast,21.83,0,0,,9.13,
Tesla Motors,Model S 90D,310,01.01.2017,204,42.1,Summer tires,1,1,1,Fast,20.64,0,0,,7.94,
Tesla Motors,Model S 90D,310,30.12.2016,73,15,Summer tires,1,1,1,Fast,20.55,0,0,,7.85,
Tesla Motors,Model S 90D,310,30.12.2016,17.4,4.5,Summer tires,1,1,1,Fast,25.86,0,0,,13.16,
Tesla Motors,Model S 90D,310,28.12.2016,114.7,29,Summer tires,1,1,1,Fast,25.28,0,0,,12.58,
Tesla Motors,Model S 90D,310,27.12.2016,296.9,55,Summer tires,1,1,1,Fast,18.52,0,0,,5.82,
Tesla Motors,Model S 90D,310,27.12.2016,118.7,24.8,Summer tires,1,1,1,Fast,20.89,0,0,,8.19,
Tesla Motors,Model S 90D,310,27.12.2016,157.9,39.6,Summer tires,1,1,1,Fast,25.08,0,0,,12.38,
Tesla Motors,Model S 90D,310,26.12.2016,21.4,4.5,Summer tires,1,1,1,Fast,19.42,0,0,,6.72,
Tesla Motors,Model S 90D,310,25.12.2016,87.8,16.8,Summer tires,1,1,1,Fast,19.42,0,0,,6.72,"Es wurde Strom für 4,70 € geladen. Da aber SM für jede Ladung einen Preis &gt;0 € zur Kostenermittlung voraussetzt verwende ich diese kostenpflichtige Ladung um maximal 470 0 €-Ladungen zu kompensieren, <br />d.h. 4,70€ - 70Ladungen*0,01€/Ladung=4,00€ (1.7.18)"
Tesla Motors,Model S 90D,310,25.12.2016,24.5,4.66,Summer tires,1,1,1,Fast,19.42,0,0,,6.72,"Es wurde Strom für 1,16 € geladen. Da aber SM für jede Ladung einen Preis &gt;0 zur Kostenermittlung voraussetzt verwende ich diese kostenpflichtige Ladung um maximal 116 0€-Ladungen zu kompensieren, <br />d.h. 1,16€ - 116Ladungen*0,01€/Ladung"
Tesla Motors,Model S 90D,310,25.12.2016,154.6,29.4,Summer tires,1,1,1,Fast,19.02,0,0,,6.32,
Tesla Motors,Model S 90D,310,23.12.2016,203.9,40.7,Summer tires,1,1,1,Fast,19.96,0,0,,7.26,
Tesla Motors,Model S 90D,310,23.12.2016,207.5,41.8,Summer tires,1,1,1,Fast,20.14,0,0,,7.44,
Tesla Motors,Model S 90D,310,23.12.2016,188.7,43.1,Summer tires,1,1,1,Fast,22.84,0,0,,10.14,
Tesla Motors,Model S 90D,310,23.12.2016,232.5,53.4,Summer tires,1,1,1,Fast,22.97,0,0,,10.27,
Tesla Motors,Model S 90D,310,22.12.2016,225.2,44.4,Summer tires,1,1,1,Fast,19.72,0,0,,7.02,
Tesla Motors,Model S 90D,310,17.12.2016,191.3,50.7,Summer tires,1,1,1,Fast,26.5,0,0,,13.8,
Tesla Motors,Model S 90D,310,16.12.2016,166.8,37.9,Summer tires,1,1,1,Fast,22.72,0,0,,10.02,
Tesla Motors,Model S 90D,310,16.12.2016,156.8,38.59,Summer tires,1,1,1,Fast,24.61,0,0,,11.91,
Tesla Motors,85 D,310,02.05.2017,1929,408,Summer tires,0,1,0,Fast,21.15,1,0,,8.45,
Tesla Motors,85 D,310,22.04.2017,1819,361,Summer tires,0,1,1,Normal,19.85,0,1,,7.15,
Tesla Motors,85 D,310,08.04.2017,1667,321,Summer tires,0,1,1,Normal,19.26,0,1,,6.56,
Tesla Motors,85 D,310,26.03.2017,2035,429,Summer tires,0,1,1,Normal,21.08,0,1,,8.38,
Tesla Motors,85 D,310,06.03.2017,2297,494,Winter tires,0,1,1,Normal,21.51,0,1,,8.81,
Tesla Motors,85 D,310,16.02.2017,2926,675,Winter tires,0,1,1,Normal,23.07,0,1,,10.37,
Tesla Motors,85 D,310,21.01.2017,1067,251,Winter tires,0,1,1,Moderate,23.52,0,1,,10.82,
Tesla Motors,85 D,310,12.01.2017,1062,250.8,Summer tires,0,1,1,Moderate,23.62,0,1,,10.92,
Tesla Motors,85 D,310,01.01.2017,1322,296.7,Summer tires,0,1,1,Moderate,22.44,0,1,,9.74,
Tesla Motors,85 D,310,20.12.2016,1587.6,342.3,Summer tires,0,1,1,Moderate,21.56,0,1,,8.86,
Tesla Motors,85 D,310,01.12.2016,3337,700,Summer tires,0,1,1,Moderate,20.98,0,1,,8.28,
Tesla Motors,85 D,310,30.10.2016,3537,736,Summer tires,0,1,1,Moderate,20.81,0,1,,8.11,
Tesla Motors,85 D,310,29.09.2016,3179.8,553,Summer tires,0,1,1,Moderate,17.39,0,1,,4.69,
Tesla Motors,85 D,310,04.09.2016,3783,638.2,Summer tires,0,1,1,Moderate,16.87,0,1,,4.17,
Tesla Motors,85 D,310,26.07.2016,1613,271.6,Summer tires,0,1,1,Moderate,16.84,0,1,,4.14,
Tesla Motors,85 D,310,11.07.2016,1730,302.4,Summer tires,0,1,1,Moderate,17.48,0,1,,4.78,
Tesla Motors,85 D,310,26.06.2016,5826,1020.51,Summer tires,0,1,1,Moderate,17.52,0,1,,4.82,
Tesla Motors,85 D,310,02.05.2016,1941,340,Summer tires,0,1,1,Moderate,17.52,0,1,,4.82,
Tesla Motors,85 D,310,17.04.2016,2950,582.8,Summer tires,0,1,1,Normal,19.76,0,1,,7.06,
Tesla Motors,85 D,310,02.04.2016,1353,275.8,Summer tires,0,1,1,Normal,20.38,0,1,,7.68,
Tesla Motors,85 D,310,20.03.2016,2439,517,Winter tires,0,1,1,Normal,21.2,0,1,,8.5,
Tesla Motors,85 D,310,02.03.2016,3907,824,Winter tires,0,1,1,Normal,21.09,0,1,,8.39,
Tesla Motors,85 D,310,31.01.2016,2277,489,Winter tires,0,1,1,Moderate,21.48,0,0,,8.78,
Tesla Motors,85 D,310,14.01.2016,1147,246.7,Winter tires,0,1,1,Moderate,21.51,0,0,,8.81,
Tesla Motors,85 D,310,04.01.2016,1647,337,Winter tires,0,1,1,Moderate,20.46,0,0,,7.76,
Tesla Motors,85 D,310,26.12.2015,1220,250,Winter tires,0,1,1,Moderate,20.49,0,0,,7.79,
Tesla Motors,85 D,310,16.12.2015,1638,341.2,Summer tires,0,1,1,Moderate,20.83,0,0,,8.13,
Tesla Motors,85 D,310,03.12.2015,690,146,Summer tires,0,1,1,Moderate,21.16,0,0,,8.46,
Tesla Motors,85 D,310,28.11.2015,783,164,Summer tires,0,1,1,Moderate,20.95,0,0,,8.25,
Tesla Motors,90D,310,16.05.2017,9720,1888.84,Winter tires,1,1,1,Normal,19.43,1,0,,6.73,
Tesla Motors,90D,310,30.12.2016,10000,1943.26,Winter tires,1,1,1,Normal,19.43,1,0,,6.73,
Tesla Motors,P85,310,07.08.2020,5024,978.3,Summer tires,1,1,1,Normal,19.47,1,1,,6.77,
Tesla Motors,P85,310,04.07.2020,3484,718.2,Summer tires,1,1,1,Normal,20.61,1,1,,7.91,
Tesla Motors,P85,310,11.05.2020,4053,956,Winter tires,1,1,1,Normal,23.59,1,1,,10.89,
Tesla Motors,P85,310,09.03.2020,3189,736.9,Winter tires,1,1,1,Normal,23.11,1,1,,10.41,
Tesla Motors,P85,310,09.02.2020,2245,526.1,Winter tires,1,1,1,Normal,23.43,1,1,,10.73,
Tesla Motors,P85,310,09.01.2020,1404,327.4,Winter tires,1,1,1,Normal,23.32,1,1,,10.62,
Tesla Motors,P85,310,31.12.2019,2678.1,619,Winter tires,1,1,1,Normal,23.11,1,1,,10.41,
Tesla Motors,P85,310,31.12.2019,2678,619,Winter tires,1,1,1,Normal,23.11,1,1,,10.41,
Tesla Motors,P85,310,11.11.2019,4140,930.2,All-year tires,1,1,1,Normal,22.47,1,1,,9.77,
Tesla Motors,P85,310,18.10.2019,4077,837.4,Summer tires,1,1,1,Normal,20.54,1,1,,7.84,
Tesla Motors,P85,310,06.10.2019,1815,345.6,Summer tires,1,1,1,Normal,19.04,1,1,,6.34,
Tesla Motors,P85,310,08.09.2019,4135,797.4,Summer tires,1,1,1,Normal,19.28,1,1,,6.58,
Tesla Motors,P85,310,02.08.2019,2078,378.4,Summer tires,1,1,1,Normal,18.21,1,1,,5.51,
Tesla Motors,P85,310,28.07.2019,3044,559.1,Summer tires,1,1,1,Normal,18.37,1,1,,5.67,
Tesla Motors,P85,310,16.07.2019,2934,603.4,Summer tires,1,1,1,Normal,20.57,1,1,,7.87,
Tesla Motors,P85,310,15.06.2019,2952,612.6,Summer tires,1,1,1,Normal,20.75,1,1,,8.05,
Tesla Motors,P85,310,06.05.2019,4171,843.3,All-year tires,1,1,1,Normal,20.22,1,1,,7.52,
Tesla Motors,P85,310,02.04.2019,3831,831.7,All-year tires,1,1,1,Normal,21.71,1,1,,9.01,
Tesla Motors,P85,310,25.02.2019,2948,753,Winter tires,1,1,1,Normal,25.54,1,1,,12.84,
Tesla Motors,P85,310,20.01.2019,4311,999.99,All-year tires,1,1,1,Normal,23.2,1,1,,10.5,
Tesla Motors,P85,310,04.12.2018,2211,501,All-year tires,1,1,1,Normal,22.66,1,1,,9.96,
Tesla Motors,P85,310,03.11.2018,3876,758.8,All-year tires,1,1,1,Normal,19.58,1,1,,6.88,
Tesla Motors,P85,310,12.10.2018,3117,643,Summer tires,1,1,1,Normal,20.63,1,1,,7.93,
Tesla Motors,P85,310,12.10.2018,2451,500,Summer tires,1,1,1,Normal,20.4,1,1,,7.7,
Tesla Motors,P85,310,19.08.2018,2854,556.7,Summer tires,1,1,1,Normal,19.51,1,1,,6.81,
Tesla Motors,P85,310,04.08.2018,1199,239.3,Summer tires,1,1,1,Normal,19.96,1,1,,7.26,
Tesla Motors,P85,310,20.07.2018,4807,985.1,Summer tires,1,1,1,Normal,20.49,1,1,,7.79,
Tesla Motors,P85,310,11.06.2018,2727,534.4,Summer tires,1,1,1,Normal,19.6,1,1,,6.9,
Tesla Motors,P85,310,23.05.2018,4292,893.1,Summer tires,1,1,1,Normal,20.81,1,1,,8.11,
Tesla Motors,P85,310,08.04.2018,4224,999.99,All-year tires,1,1,1,Normal,23.67,1,1,,10.97,
Tesla Motors,P85,310,25.02.2018,2012,494.4,All-year tires,1,1,1,Normal,24.57,1,1,,11.87,
Tesla Motors,P85,310,13.02.2018,3417,845.8,All-year tires,1,1,1,Normal,24.75,1,1,,12.05,
Tesla Motors,P85,310,04.01.2018,3663,889.5,Winter tires,1,1,1,Normal,24.28,1,1,,11.58,
Tesla Motors,P85,310,25.11.2017,3362,796.8,All-year tires,1,1,1,Moderate,23.7,1,1,,11,
Tesla Motors,P85,310,01.11.2017,4510,940,Summer tires,1,1,1,Moderate,20.84,1,1,,8.14,
Tesla Motors,P85,310,01.11.2017,4510,940,Summer tires,1,1,1,Moderate,20.84,1,1,,8.14,
Tesla Motors,P85,310,13.08.2017,2293,418.4,Summer tires,1,1,1,Moderate,18.25,1,1,,5.55,
Tesla Motors,P85,310,30.07.2017,4240,850.5,Summer tires,1,1,1,Normal,20.06,1,1,,7.36,
Tesla Motors,P85,310,27.06.2017,2273,459.8,Summer tires,1,1,1,Normal,20.23,1,1,,7.53,
Tesla Motors,P85,310,07.06.2017,1403,243.5,Summer tires,1,1,1,Normal,17.36,1,1,,4.66,
Tesla Motors,P85,310,02.06.2017,1439,256.4,Summer tires,1,1,1,Normal,17.82,1,1,,5.12,
Tesla Motors,P85,310,24.05.2017,2161,435,Summer tires,1,1,1,Normal,20.13,1,1,,7.43,
Tesla Motors,P85,310,01.05.2017,2788,580.6,All-year tires,1,1,1,Normal,20.82,1,1,,8.12,
Tesla Motors,P85,310,17.04.2017,3139,654.1,All-year tires,1,1,1,Normal,20.84,1,1,,8.14,
Tesla Motors,P85,310,25.03.2017,2493,551.7,Winter tires,1,1,1,Normal,22.13,1,1,,9.43,
Tesla Motors,P85,310,04.03.2017,2655,606,Winter tires,1,1,1,Normal,22.82,1,1,,10.12,
Tesla Motors,P85,310,05.02.2017,3464,832.4,Winter tires,1,1,1,Moderate,24.03,1,1,,11.33,
Tesla Motors,P85,310,31.12.2016,3063,723.7,Winter tires,1,1,1,Moderate,23.63,1,1,,10.93,
Tesla Motors,P85,310,06.12.2016,1826,437.5,Winter tires,1,1,1,Moderate,23.96,1,1,,11.26,
Tesla Motors,P85,310,14.11.2016,2495,549.6,All-year tires,1,1,1,Moderate,22.03,1,1,,9.33,
Tesla Motors,P85,310,24.10.2016,2095,416.6,All-year tires,1,1,1,Moderate,19.89,1,1,,7.19,
Tesla Motors,P85,310,17.10.2016,1420,336.2,All-year tires,1,1,1,Normal,23.68,1,1,,10.98,
Tesla Motors,P85,310,11.10.2016,3991,842.7,Summer tires,1,1,1,Normal,21.12,1,1,,8.42,
Tesla Motors,P85,310,15.09.2016,2169,432.2,Summer tires,1,1,1,Moderate,19.93,1,1,,7.23,
Tesla Motors,P85,310,07.09.2016,2159,381.9,Summer tires,1,1,1,Moderate,17.69,1,1,,4.99,
Tesla Motors,P85,310,02.09.2016,2820,550.5,Summer tires,1,1,1,Moderate,19.52,1,1,,6.82,
Tesla Motors,P85,310,06.08.2016,3513,621,Summer tires,1,1,1,Moderate,17.68,1,0,,4.98,
Tesla Motors,P85,310,24.07.2016,404,93.9,Summer tires,1,1,1,Normal,23.24,1,1,,10.54,
Tesla Motors,P85,310,19.07.2016,4066,816.2,Summer tires,1,1,1,Normal,20.07,1,1,,7.37,
Tesla Motors,P85,310,30.05.2016,1923,334.6,Summer tires,1,1,1,Moderate,17.4,1,1,,4.7,
Tesla Motors,P85,310,20.05.2016,2170,416.6,Summer tires,1,1,1,Normal,19.2,1,1,,6.5,
Tesla Motors,P85,310,04.05.2016,3156,663.5,Summer tires,1,1,1,Normal,21.02,1,1,,8.32,
Tesla Motors,P85,310,19.04.2016,4413,900.4,All-year tires,1,1,1,Normal,20.4,1,1,,7.7,
Tesla Motors,P85,310,19.03.2016,2275,522.3,All-year tires,1,1,1,Normal,22.96,1,1,,10.26,
Tesla Motors,P85,310,22.02.2016,1577,348.4,All-year tires,1,1,1,Normal,22.09,1,1,,9.39,
Tesla Motors,P85,310,04.02.2016,1686,387.6,All-year tires,1,1,1,Normal,22.99,1,1,,10.29,
Tesla Motors,P85,310,12.01.2016,3728,869,All-year tires,1,1,1,Normal,23.31,1,1,,10.61,
Tesla Motors,P85,310,25.12.2015,1305,303.4,All-year tires,1,1,1,Normal,23.25,1,1,,10.55,
Tesla Motors,P85,310,18.12.2015,2420,550,Summer tires,1,1,1,Normal,22.73,1,1,,10.03,
Tesla Motors,P85,310,18.12.2015,2420,550,Summer tires,1,1,1,Normal,22.73,1,1,,10.03,
Tesla Motors,P85,310,07.11.2015,2649,557.4,Summer tires,1,1,1,Normal,21.04,1,1,,8.34,
Tesla Motors,P85,310,17.10.2015,1549,337,Summer tires,1,1,1,Normal,21.76,1,1,,9.06,
Tesla Motors,P85,310,11.10.2015,1244,237.5,Summer tires,1,1,1,Normal,19.09,1,1,,6.39,
Tesla Motors,P85,310,03.10.2015,3898,813.5,Summer tires,1,1,1,Normal,20.87,1,1,,8.17,
Tesla Motors,P85,310,10.09.2015,2140,422.4,Summer tires,1,1,1,Normal,19.74,1,1,,7.04,
Tesla Motors,P85,310,25.08.2015,4142,794.1,Summer tires,1,1,1,Normal,19.17,1,1,,6.47,
Tesla Motors,P85,310,31.07.2015,4842,924.1,Summer tires,1,1,1,Normal,19.09,1,1,,6.39,
Tesla Motors,P85,310,05.07.2015,3602,763.2,Summer tires,1,1,1,Normal,21.19,1,1,,8.49,
Tesla Motors,P85,310,14.06.2015,2661,524.1,Summer tires,1,1,1,Normal,19.7,1,1,,7,
Tesla Motors,P85,310,03.06.2015,807,151.9,Summer tires,1,1,1,Normal,18.82,1,1,,6.12,
Tesla Motors,P85,310,29.05.2015,2723,564.9,Summer tires,1,1,1,Normal,20.75,1,1,,8.05,
Tesla Motors,P85,310,17.05.2015,963,208.5,Summer tires,1,1,1,Normal,21.65,1,1,,8.95,
Tesla Motors,P85,310,14.05.2015,1870,372.7,Summer tires,1,1,1,Normal,19.93,1,1,,7.23,
Tesla Motors,P85,310,01.05.2015,2014,443.5,Summer tires,1,1,1,Normal,22.02,1,1,,9.32,
Tesla Motors,P85,310,21.04.2015,1095,229.4,Summer tires,1,1,1,Normal,20.95,1,1,,8.25,
Tesla Motors,P85,310,17.04.2015,3010,726,All-year tires,1,1,1,Normal,24.12,1,1,,11.42,
Tesla Motors,P85,310,02.04.2015,2083,474.6,All-year tires,1,1,1,Normal,22.78,1,1,,10.08,
