,manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
6862,Tesla Motors,90D,343,18.09.2017,110.5,19.0,Summer tires,1,1,1,Moderate,19.0,0,0,,6.3,
6863,Tesla Motors,90D,343,17.09.2017,149.0,34.0,Summer tires,1,1,1,Normal,34.0,0,0,,21.3,
6864,Tesla Motors,90D,343,16.09.2017,3.2,0.6,Summer tires,1,1,1,Moderate,0.6,0,0,,-12.1,
6865,Tesla Motors,90D,343,16.09.2017,123.0,29.7,Summer tires,1,1,1,Fast,29.7,0,0,,17.0,
6866,Tesla Motors,90D,343,15.09.2017,139.1,31.8,Summer tires,1,1,1,Normal,31.8,0,0,,19.1,
6867,Tesla Motors,90D,343,14.09.2017,216.8,45.9,Summer tires,1,1,1,Normal,45.9,0,0,,33.2,
6868,Tesla Motors,90D,343,12.09.2017,188.9,41.7,Summer tires,1,1,1,Normal,41.7,0,0,,29.0,
6869,Tesla Motors,90D,343,09.09.2017,151.1,29.8,Summer tires,1,1,1,Moderate,29.8,0,0,,17.1,
6870,Tesla Motors,90D,343,08.09.2017,137.6,22.7,Summer tires,1,1,1,Normal,22.7,0,0,,10.0,
6871,Tesla Motors,90D,343,07.09.2017,112.2,22.7,Summer tires,1,1,1,Normal,22.7,0,0,,10.0,
6872,Tesla Motors,90D,343,06.09.2017,93.2,19.2,Summer tires,1,1,1,Normal,19.2,0,0,,6.5,
6873,Tesla Motors,90D,343,05.09.2017,138.3,28.1,Summer tires,1,1,1,Normal,28.1,0,0,,15.4,
6874,Tesla Motors,90D,343,04.09.2017,176.1,37.0,Summer tires,1,1,1,Normal,37.0,0,0,,24.3,
6875,Tesla Motors,90D,343,01.09.2017,142.6,28.2,Summer tires,1,1,1,Moderate,28.2,0,0,,15.5,
6876,Tesla Motors,90D,343,31.08.2017,126.1,18.2,Summer tires,1,1,1,Normal,18.2,0,0,,5.5,
6877,Tesla Motors,90D,343,30.08.2017,125.4,22.7,Summer tires,1,1,1,Moderate,22.7,0,0,,10.0,
6878,Tesla Motors,90D,343,30.08.2017,92.4,18.6,Summer tires,1,1,1,Normal,18.6,0,0,,5.9,
6879,Tesla Motors,90D,343,29.08.2017,139.7,28.2,Summer tires,1,1,1,Normal,28.2,0,0,,15.5,
6880,Tesla Motors,90D,343,27.08.2017,189.1,41.7,Summer tires,1,1,1,Normal,41.7,0,0,,29.0,
6881,Tesla Motors,90D,343,26.08.2017,228.6,46.4,Summer tires,1,1,1,Normal,46.4,0,0,,33.7,
6882,Tesla Motors,90D,343,23.08.2017,400.3,69.9,Summer tires,1,1,1,Moderate,69.9,0,0,,57.2,
6883,Tesla Motors,90D,343,20.08.2017,109.2,19.8,Summer tires,1,1,1,Fast,19.8,0,0,,7.1,
6884,Tesla Motors,90D,343,18.08.2017,174.1,34.8,Summer tires,1,1,1,Normal,34.8,0,0,,22.1,
6885,Tesla Motors,90D,343,16.08.2017,200.1,40.5,Summer tires,1,1,1,Normal,40.5,0,0,,27.8,
6886,Tesla Motors,90D,343,15.08.2017,135.6,28.2,Summer tires,1,1,1,Normal,28.2,0,0,,15.5,
6887,Tesla Motors,90D,343,12.08.2017,176.1,38.9,Summer tires,1,1,1,Normal,38.9,0,0,,26.2,
6888,Tesla Motors,90D,343,12.08.2017,222.9,46.8,Summer tires,1,1,1,Normal,46.8,0,0,,34.1,
6889,Tesla Motors,90D,343,11.08.2017,67.6,12.1,Summer tires,1,1,1,Moderate,12.1,0,0,,-0.6,
6890,Tesla Motors,90D,343,11.08.2017,204.9,36.3,Summer tires,1,1,1,Moderate,36.3,0,0,,23.6,
6891,Tesla Motors,90D,343,10.08.2017,27.7,6.1,Summer tires,1,1,1,Normal,6.1,0,0,,-6.6,
6892,Tesla Motors,90D,343,10.08.2017,192.0,44.4,Summer tires,1,1,1,Normal,44.4,0,0,,31.7,
6893,Tesla Motors,90D,343,10.08.2017,102.0,16.7,Summer tires,1,1,1,Moderate,16.7,0,0,,4.0,
6894,Tesla Motors,90D,343,09.08.2017,300.1,49.1,Summer tires,1,1,1,Moderate,49.1,0,0,,36.4,
6896,Tesla Motors,90D,343,08.08.2017,68.2,13.3,Summer tires,1,1,1,Moderate,13.3,0,0,,0.6,
6897,Tesla Motors,90D,343,08.08.2017,141.1,25.0,Summer tires,1,1,1,Moderate,25.0,0,0,,12.3,
6898,Tesla Motors,90D,343,07.08.2017,20.1,4.2,Summer tires,1,1,1,Normal,4.2,0,0,,-8.5,
6899,Tesla Motors,90D,343,07.08.2017,205.7,34.3,Summer tires,1,1,1,Moderate,34.3,0,0,,21.6,
6900,Tesla Motors,90D,343,07.08.2017,242.9,47.8,Summer tires,1,1,1,Moderate,47.8,0,0,,35.1,
6901,Tesla Motors,90D,343,06.08.2017,53.6,12.5,Summer tires,1,1,1,Normal,12.5,0,0,,-0.2,
6902,Tesla Motors,90D,343,04.08.2017,140.5,30.3,Summer tires,1,1,1,Normal,30.3,0,0,,17.6,
6903,Tesla Motors,90D,343,03.08.2017,185.2,42.1,Summer tires,1,1,1,Normal,42.1,0,0,,29.4,
6904,Tesla Motors,90D,343,01.08.2017,217.9,44.0,Summer tires,1,1,1,Normal,44.0,0,0,,31.3,
6905,Tesla Motors,90D,343,28.07.2017,146.1,30.9,Summer tires,1,1,1,Normal,30.9,0,0,,18.2,
6906,Tesla Motors,90D,343,27.07.2017,185.0,42.3,Summer tires,1,1,1,Normal,42.3,0,0,,29.6,
6907,Tesla Motors,90D,343,25.07.2017,175.4,36.9,Summer tires,1,1,1,Normal,36.9,0,0,,24.2,
6908,Tesla Motors,90D,343,23.07.2017,23.0,4.3,Summer tires,1,1,1,Moderate,4.3,0,0,,-8.4,
6909,Tesla Motors,90D,343,23.07.2017,146.7,32.6,Summer tires,1,1,1,Normal,32.6,0,0,,19.9,
6910,Tesla Motors,90D,343,22.07.2017,130.0,26.7,Summer tires,1,1,1,Normal,26.7,0,0,,14.0,
6911,Tesla Motors,90D,343,21.07.2017,132.1,25.3,Summer tires,1,1,1,Moderate,25.3,0,0,,12.6,
6912,Tesla Motors,90D,343,20.07.2017,93.6,21.4,Summer tires,1,1,1,Normal,21.4,0,0,,8.7,
6913,Tesla Motors,90D,343,20.07.2017,129.9,28.2,Summer tires,1,1,1,Normal,28.2,0,0,,15.5,
6914,Tesla Motors,90D,343,19.07.2017,129.6,28.7,Summer tires,1,1,1,Normal,28.7,0,0,,16.0,
6915,Tesla Motors,90D,343,18.07.2017,130.9,27.3,Summer tires,1,1,1,Normal,27.3,0,0,,14.6,
6916,Tesla Motors,90D,343,17.07.2017,258.1,51.4,Summer tires,1,1,1,Moderate,51.4,0,0,,38.7,
6917,Tesla Motors,90D,343,14.07.2017,147.6,32.6,Summer tires,1,1,1,Normal,32.6,0,0,,19.9,
6918,Tesla Motors,90D,343,13.07.2017,180.0,39.8,Summer tires,1,1,1,Normal,39.8,0,0,,27.1,
6919,Tesla Motors,90D,343,12.07.2017,92.2,22.4,Summer tires,1,1,1,Fast,22.4,0,0,,9.7,
6920,Tesla Motors,90D,343,11.07.2017,210.1,41.8,Summer tires,1,1,1,Moderate,41.8,0,0,,29.1,
6921,Tesla Motors,90D,343,09.07.2017,129.3,24.5,Summer tires,1,1,1,Moderate,24.5,0,0,,11.8,
6922,Tesla Motors,90D,343,08.07.2017,80.9,19.5,Summer tires,1,1,1,Fast,19.5,0,0,,6.8,
6923,Tesla Motors,90D,343,07.07.2017,251.4,50.9,Summer tires,1,1,1,Normal,50.9,0,0,,38.2,
6924,Tesla Motors,90D,343,05.07.2017,274.5,51.5,Summer tires,1,1,1,Moderate,51.5,0,0,,38.8,
6925,Tesla Motors,90D,343,02.07.2017,114.6,26.7,Summer tires,1,1,1,Normal,26.7,0,0,,14.0,
6926,Tesla Motors,90D,343,01.07.2017,133.7,25.7,Summer tires,0,1,0,Moderate,25.7,0,0,,13.0,
6927,Tesla Motors,90D,343,01.07.2017,235.1,47.4,Summer tires,1,1,1,Normal,47.4,0,0,,34.7,
6928,Tesla Motors,90D,343,30.06.2017,228.9,46.5,Summer tires,1,1,1,Normal,46.5,0,0,,33.8,
6929,Tesla Motors,90D,343,29.06.2017,140.9,30.3,Summer tires,1,1,1,Normal,30.3,0,0,,17.6,
6930,Tesla Motors,90D,343,28.06.2017,42.9,8.9,Summer tires,1,1,1,Normal,8.9,0,0,,-3.8,
6931,Tesla Motors,90D,343,28.06.2017,116.3,22.4,Summer tires,1,1,1,Moderate,22.4,0,0,,9.7,
6932,Tesla Motors,90D,343,27.06.2017,223.6,43.8,Summer tires,1,1,1,Moderate,43.8,0,0,,31.1,
6933,Tesla Motors,90D,343,25.06.2017,144.4,23.5,Summer tires,1,1,1,Moderate,23.5,0,0,,10.8,
6934,Tesla Motors,90D,343,24.06.2017,107.2,20.6,Summer tires,1,1,1,Moderate,20.6,0,0,,7.9,
6935,Tesla Motors,90D,343,23.06.2017,98.4,16.8,Summer tires,1,1,1,Moderate,16.8,0,0,,4.1,
6936,Tesla Motors,90D,343,22.06.2017,260.0,50.3,Summer tires,0,1,0,Moderate,50.3,0,0,,37.6,
6937,Tesla Motors,90D,343,20.06.2017,167.8,35.4,Summer tires,1,1,1,Normal,35.4,0,0,,22.7,
6938,Tesla Motors,90D,343,18.06.2017,144.6,32.9,Summer tires,0,1,0,Normal,32.9,0,0,,20.2,
6939,Tesla Motors,90D,343,17.06.2017,213.1,45.6,Summer tires,0,1,0,Normal,45.6,0,0,,32.9,
6940,Tesla Motors,90D,343,17.06.2017,123.3,27.8,Summer tires,0,1,0,Normal,27.8,0,0,,15.1,
6941,Tesla Motors,90D,343,17.06.2017,258.7,54.6,Summer tires,0,1,0,Normal,54.6,0,0,,41.9,
6942,Tesla Motors,90D,343,16.06.2017,248.6,58.7,Summer tires,0,1,0,Normal,58.7,0,0,,46.0,
6943,Tesla Motors,90D,343,16.06.2017,119.8,27.5,Summer tires,0,1,0,Normal,27.5,0,0,,14.8,
6944,Tesla Motors,90D,343,15.06.2017,185.1,37.0,Summer tires,0,1,0,Normal,37.0,0,0,,24.3,
6945,Tesla Motors,90D,343,15.06.2017,152.0,31.0,Summer tires,0,1,0,Normal,31.0,0,0,,18.3,
6946,Tesla Motors,90D,343,15.06.2017,144.9,30.4,Summer tires,0,1,0,Normal,30.4,0,0,,17.7,
6947,Tesla Motors,90D,343,15.06.2017,175.1,42.5,Summer tires,0,1,0,Fast,42.5,0,0,,29.8,
6948,Tesla Motors,90D,343,14.06.2017,44.0,10.9,Summer tires,1,1,1,Fast,10.9,0,0,,-1.8,
6949,Tesla Motors,90D,343,14.06.2017,131.5,32.7,Summer tires,1,1,1,Fast,32.7,0,0,,20.0,
6950,Tesla Motors,90D,343,14.06.2017,123.1,29.5,Summer tires,1,1,1,Normal,29.5,0,0,,16.8,
6951,Tesla Motors,90D,343,13.06.2017,197.6,42.1,Summer tires,1,1,1,Normal,42.1,0,0,,29.4,
6952,Tesla Motors,90D,343,11.06.2017,279.5,55.2,Summer tires,1,1,1,Moderate,55.2,0,0,,42.5,
6953,Tesla Motors,90D,343,09.06.2017,136.0,33.3,Summer tires,1,1,1,Fast,33.3,0,0,,20.6,
6954,Tesla Motors,90D,343,08.06.2017,109.4,24.7,Summer tires,1,1,1,Normal,24.7,0,0,,12.0,
6955,Tesla Motors,90D,343,07.06.2017,263.0,60.9,Summer tires,1,1,1,Normal,60.9,0,0,,48.2,
6956,Tesla Motors,90D,343,05.06.2017,163.3,35.5,Summer tires,1,1,1,Normal,35.5,0,0,,22.8,
6957,Tesla Motors,90D,343,02.06.2017,187.5,39.2,Summer tires,1,1,1,Normal,39.2,0,0,,26.5,
6958,Tesla Motors,90D,343,01.06.2017,222.0,49.3,Summer tires,1,1,1,Normal,49.3,0,0,,36.6,
6959,Tesla Motors,90D,343,30.05.2017,265.6,60.9,Summer tires,1,1,1,Normal,60.9,0,0,,48.2,
6960,Tesla Motors,90D,343,28.05.2017,295.0,56.7,Summer tires,1,1,1,Moderate,56.7,0,0,,44.0,
6961,Tesla Motors,90D,343,27.05.2017,296.1,56.4,Summer tires,1,1,1,Moderate,56.4,0,0,,43.7,
6962,Tesla Motors,90D,343,26.05.2017,329.0,63.2,Summer tires,1,1,1,Moderate,63.2,0,0,,50.5,
6963,Tesla Motors,90D,343,24.05.2017,302.5,58.2,Summer tires,1,1,1,Moderate,58.2,0,0,,45.5,
6964,Tesla Motors,90D,343,22.05.2017,303.4,59.7,Summer tires,1,1,1,Moderate,59.7,0,0,,47.0,
6965,Tesla Motors,90D,343,19.05.2017,319.4,65.8,Summer tires,1,1,1,Normal,65.8,0,0,,53.1,
6966,Tesla Motors,90D,343,17.05.2017,98.2,20.4,Summer tires,1,1,1,Normal,20.4,0,0,,7.7,
6967,Tesla Motors,90D,343,16.05.2017,246.3,57.8,Summer tires,1,1,1,Normal,57.8,0,0,,45.1,
6968,Tesla Motors,90D,343,14.05.2017,267.6,53.8,Summer tires,1,1,1,Normal,53.8,0,0,,41.1,
6969,Tesla Motors,90D,343,13.05.2017,71.0,16.7,Summer tires,1,1,1,Normal,16.7,0,0,,4.0,
6970,Tesla Motors,90D,343,12.05.2017,154.1,35.8,Summer tires,1,1,1,Normal,35.8,0,0,,23.1,
6971,Tesla Motors,90D,343,11.05.2017,273.1,63.1,Summer tires,1,1,1,Normal,63.1,0,0,,50.4,
6972,Tesla Motors,90D,343,09.05.2017,141.9,33.1,Summer tires,1,1,1,Normal,33.1,0,0,,20.4,
6973,Tesla Motors,90D,343,06.05.2017,144.7,28.4,Summer tires,1,1,1,Moderate,28.4,0,0,,15.7,
6974,Tesla Motors,90D,343,06.05.2017,193.9,46.7,Summer tires,1,1,1,Fast,46.7,0,0,,34.0,
6975,Tesla Motors,90D,343,05.05.2017,255.4,57.7,Summer tires,1,1,1,Normal,57.7,0,0,,45.0,
6976,Tesla Motors,90D,343,04.05.2017,94.5,25.5,Summer tires,1,1,1,Fast,25.5,0,0,,12.8,
6977,Tesla Motors,90D,343,03.05.2017,213.0,52.0,Summer tires,1,1,1,Fast,52.0,0,0,,39.3,
6978,Tesla Motors,90D,343,02.05.2017,268.3,54.9,Summer tires,1,1,1,Normal,54.9,0,0,,42.2,
6979,Tesla Motors,90D,343,30.04.2017,285.1,63.1,Summer tires,1,1,1,Normal,63.1,0,0,,50.4,
6980,Tesla Motors,90D,343,30.04.2017,232.0,54.4,Summer tires,1,1,1,Normal,54.4,0,0,,41.7,
6981,Tesla Motors,90D,343,28.04.2017,138.5,35.1,Summer tires,1,1,1,Fast,35.1,0,0,,22.4,
6982,Tesla Motors,90D,343,27.04.2017,199.9,51.1,Summer tires,1,1,1,Fast,51.1,0,0,,38.4,
6983,Tesla Motors,90D,343,25.04.2017,198.0,45.3,Summer tires,1,1,1,Normal,45.3,0,0,,32.6,
6984,Tesla Motors,90D,343,24.04.2017,164.6,40.6,Summer tires,1,1,1,Fast,40.6,0,0,,27.9,
6985,Tesla Motors,90D,343,22.04.2017,196.9,48.2,Summer tires,1,1,1,Fast,48.2,0,0,,35.5,
6986,Tesla Motors,90D,343,21.04.2017,110.9,29.3,Summer tires,1,1,1,Fast,29.3,0,0,,16.6,
6987,Tesla Motors,90D,343,20.04.2017,184.5,47.1,Summer tires,1,1,1,Fast,47.1,0,0,,34.4,
6988,Tesla Motors,90D,343,18.04.2017,128.5,32.2,Summer tires,1,1,1,Fast,32.2,0,0,,19.5,
6989,Tesla Motors,90D,343,16.04.2017,230.9,46.8,Summer tires,1,1,1,Normal,46.8,0,0,,34.1,
6990,Tesla Motors,90D,343,14.04.2017,32.9,6.8,Summer tires,1,1,1,Normal,6.8,0,0,,-5.9,
6991,Tesla Motors,90D,343,14.04.2017,125.1,34.6,Summer tires,1,1,1,Fast,34.6,0,0,,21.9,
6992,Tesla Motors,90D,343,13.04.2017,132.9,29.4,Summer tires,1,1,1,Normal,29.4,0,0,,16.7,
6993,Tesla Motors,90D,343,12.04.2017,125.3,32.8,Summer tires,1,1,1,Fast,32.8,0,0,,20.1,
6994,Tesla Motors,90D,343,11.04.2017,93.6,25.6,Summer tires,1,1,1,Fast,25.6,0,0,,12.9,
6995,Tesla Motors,90D,343,10.04.2017,154.1,39.6,Summer tires,1,1,1,Fast,39.6,0,0,,26.9,
6996,Tesla Motors,90D,343,09.04.2017,207.6,46.8,Summer tires,1,1,1,Normal,46.8,0,0,,34.1,
6997,Tesla Motors,90D,343,08.04.2017,142.2,35.8,Summer tires,1,1,1,Fast,35.8,0,0,,23.1,
6998,Tesla Motors,90D,343,08.04.2017,188.3,48.6,Summer tires,1,1,1,Fast,48.6,0,0,,35.9,
6999,Tesla Motors,90D,343,07.04.2017,155.5,42.0,Summer tires,1,1,1,Fast,42.0,0,0,,29.3,
7000,Tesla Motors,90D,343,06.04.2017,92.9,25.9,Summer tires,1,1,1,Fast,25.9,0,0,,13.2,
7001,Tesla Motors,90D,343,05.04.2017,120.8,28.9,Summer tires,1,1,1,Normal,28.9,0,0,,16.2,
7002,Tesla Motors,90D,343,03.04.2017,111.0,22.3,Summer tires,1,1,1,Normal,22.3,0,0,,9.6,
7003,Tesla Motors,90D,343,02.04.2017,226.0,50.0,Summer tires,1,1,1,Fast,50.0,0,0,,37.3,
7004,Tesla Motors,90D,343,31.03.2017,161.7,42.7,Summer tires,1,1,1,Fast,42.7,0,0,,30.0,
7005,Tesla Motors,90D,343,30.03.2017,102.1,29.4,Summer tires,1,1,1,Fast,29.4,0,0,,16.7,
7006,Tesla Motors,90D,343,29.03.2017,127.9,34.5,Summer tires,1,1,1,Fast,34.5,0,0,,21.8,
7007,Tesla Motors,90D,343,28.03.2017,164.5,44.0,Summer tires,1,1,1,Fast,44.0,0,0,,31.3,
7008,Tesla Motors,90D,343,27.03.2017,201.1,50.2,Summer tires,1,1,1,Fast,50.2,0,0,,37.5,
7009,Tesla Motors,90D,343,24.03.2017,56.7,18.7,Summer tires,1,1,1,Fast,18.7,0,0,,6.0,
7010,Tesla Motors,90D,343,24.03.2017,223.1,61.4,Summer tires,1,1,1,Fast,61.4,0,0,,48.7,
7011,Tesla Motors,90D,343,23.03.2017,35.8,13.3,Summer tires,1,1,1,Fast,13.3,0,0,,0.6,
7012,Tesla Motors,90D,343,23.03.2017,96.0,26.5,Summer tires,1,1,1,Fast,26.5,0,0,,13.8,
7013,Tesla Motors,90D,343,22.03.2017,191.7,50.7,Summer tires,1,1,1,Fast,50.7,0,0,,38.0,
7014,Tesla Motors,90D,343,21.03.2017,180.0,43.56,Summer tires,1,1,1,Fast,43.56,0,0,,30.86,
7015,Tesla Motors,90D,343,20.03.2017,36.5,10.22,Summer tires,1,1,1,Fast,10.22,0,0,,-2.48,
7016,Tesla Motors,90D,343,20.03.2017,174.7,42.4,Summer tires,1,1,1,Fast,42.4,0,0,,29.7,
7017,Tesla Motors,90D,343,19.03.2017,63.5,17.1,Summer tires,1,1,1,Fast,17.1,0,0,,4.4,
7018,Tesla Motors,90D,343,19.03.2017,49.5,11.7,Summer tires,1,1,1,Normal,11.7,0,0,,-1.0,
7019,Tesla Motors,90D,343,18.03.2017,193.0,46.6,Summer tires,1,1,1,Fast,46.6,0,0,,33.9,
7020,Tesla Motors,90D,343,17.03.2017,149.0,35.02,Summer tires,1,1,1,Normal,35.02,0,0,,22.32,
7021,Tesla Motors,90D,343,16.03.2017,266.0,62.51,Summer tires,1,1,1,Normal,62.51,0,0,,49.81,
7022,Tesla Motors,90D,343,16.03.2017,110.0,29.7,Summer tires,1,1,1,Fast,29.7,0,0,,17.0,
7023,Tesla Motors,90D,343,15.03.2017,223.0,51.29,Summer tires,1,1,1,Normal,51.29,0,0,,38.59,
7024,Tesla Motors,90D,343,14.03.2017,57.0,13.11,Summer tires,1,1,1,Normal,13.11,0,0,,0.41,
7026,Tesla Motors,75D,158,15.08.2020,560.0,99.8,Summer tires,1,1,1,Normal,17.8,1,1,,5.1,
7027,Tesla Motors,75D,158,06.08.2020,971.0,201.7,Summer tires,1,1,1,Normal,20.8,1,1,,8.1,
7028,Tesla Motors,75D,158,03.08.2020,574.0,115.0,Summer tires,1,1,1,Normal,20.0,1,1,,7.3,
7029,Tesla Motors,75D,158,16.07.2020,1061.0,213.7,Summer tires,1,1,1,Normal,20.1,1,1,,7.4,
7030,Tesla Motors,75D,158,12.07.2020,1310.0,231.5,Summer tires,1,1,1,Normal,17.7,1,1,,5.0,
7031,Tesla Motors,75D,158,10.06.2020,443.0,83.2,Winter tires,1,1,1,Normal,18.8,1,1,,6.1,
7032,Tesla Motors,75D,158,29.05.2020,2358.0,459.1,Winter tires,1,1,1,Normal,19.5,1,1,,6.8,
7033,Tesla Motors,75D,158,06.03.2020,1313.0,293.6,Winter tires,1,1,1,Moderate,22.4,1,1,,9.7,
7034,Tesla Motors,75D,158,04.02.2020,429.0,93.9,Winter tires,1,1,1,Moderate,21.9,1,1,,9.2,
7035,Tesla Motors,75D,158,30.01.2020,813.0,187.3,Winter tires,1,1,1,Normal,23.0,1,1,,10.3,
7036,Tesla Motors,75D,158,20.01.2020,2392.0,562.6,Winter tires,1,1,1,Normal,23.5,1,1,,10.8,
7037,Tesla Motors,75D,158,26.11.2019,843.0,179.1,Winter tires,1,1,1,Normal,21.2,1,1,,8.5,
7038,Tesla Motors,75D,158,10.11.2019,832.0,164.0,Winter tires,1,1,1,Normal,19.7,1,1,,7.0,
7039,Tesla Motors,75D,158,21.10.2019,1744.0,347.3,Summer tires,1,1,1,Normal,19.9,1,1,,7.2,
7040,Tesla Motors,75D,158,23.09.2019,3087.0,616.5,Summer tires,1,1,1,Normal,20.0,1,1,,7.3,
7041,Tesla Motors,75D,158,28.08.2019,3248.0,602.8,Summer tires,1,1,1,Normal,18.6,1,1,,5.9,
7042,Tesla Motors,75D,158,16.07.2019,675.0,119.9,Summer tires,1,1,1,Normal,17.8,1,1,,5.1,
7043,Tesla Motors,75D,158,09.07.2019,853.0,147.1,Summer tires,1,1,1,Normal,17.3,1,1,,4.6,
7044,Tesla Motors,75D,158,23.06.2019,2340.0,447.0,Summer tires,1,1,1,Normal,19.1,1,1,,6.4,
7045,Tesla Motors,75D,158,27.05.2019,569.0,110.3,Summer tires,1,1,1,Normal,19.4,1,1,,6.7,
7046,Tesla Motors,75D,158,20.05.2019,986.0,181.8,Summer tires,1,1,1,Normal,18.4,1,1,,5.7,
7047,Tesla Motors,75D,158,06.05.2019,2209.0,536.0,Summer tires,1,1,1,Fast,24.3,1,1,,11.6,
7048,Tesla Motors,75D,158,01.05.2019,272.0,54.8,Summer tires,1,1,1,Normal,20.7,1,1,,8.0,
7049,Tesla Motors,75D,158,27.04.2019,770.0,143.2,Winter tires,1,1,1,Normal,18.6,1,1,,5.9,
7050,Tesla Motors,75D,158,11.04.2019,540.0,106.5,Winter tires,1,1,1,Normal,19.7,1,1,,7.0,
7051,Tesla Motors,75D,158,03.04.2019,550.0,106.9,Winter tires,1,1,1,Normal,19.4,1,1,,6.7,
7052,Tesla Motors,75D,158,22.03.2019,1439.0,309.5,Winter tires,1,1,1,Normal,215.0,1,1,,202.3,
7053,Tesla Motors,75D,158,01.03.2019,2119.0,481.0,Winter tires,1,1,1,Fast,22.7,1,1,,10.0,
7054,Tesla Motors,75D,158,03.02.2019,1722.0,421.5,Winter tires,1,1,1,Normal,24.5,1,1,,11.8,
7055,Tesla Motors,75D,158,29.11.2018,601.0,147.2,Winter tires,1,1,1,Normal,24.5,1,1,,11.8,
7056,Tesla Motors,75D,158,12.11.2018,525.0,116.1,Winter tires,1,1,1,Normal,22.1,1,1,,9.4,
7057,Tesla Motors,75D,158,26.10.2018,806.0,157.7,Summer tires,1,1,1,Normal,19.6,1,1,,6.9,
7058,Tesla Motors,75D,158,07.10.2018,663.0,136.2,Summer tires,1,1,1,Normal,20.5,1,1,,7.8,
7059,Tesla Motors,75D,158,29.09.2018,613.0,123.2,Summer tires,1,1,1,Normal,20.1,1,1,,7.4,
7060,Tesla Motors,75D,158,15.09.2018,186.0,37.0,Summer tires,1,1,1,Fast,19.9,1,1,,7.2,
7061,Tesla Motors,75D,158,11.09.2018,3975.0,813.7,Summer tires,1,1,1,Normal,20.5,1,1,,7.8,
7062,Tesla Motors,75D,158,23.06.2018,1716.0,319.0,Summer tires,1,1,1,Normal,18.6,1,1,,5.9,
7063,Tesla Motors,75D,158,10.05.2018,836.0,161.4,Summer tires,1,1,1,Normal,19.3,1,1,,6.6,
7064,Tesla Motors,75D,158,20.04.2018,644.0,125.0,Winter tires,1,1,1,Normal,19.5,1,0,,6.8,
7065,Tesla Motors,75D,158,28.03.2018,2320.0,599.5,Winter tires,1,1,1,Fast,25.8,1,1,,13.1,
7066,Tesla Motors,75D,158,24.02.2018,614.0,177.0,Winter tires,1,1,1,Fast,28.8,1,1,,16.1,
7067,Tesla Motors,75D,158,30.01.2018,87.0,19.9,Winter tires,1,1,1,Fast,22.87,1,1,,10.17,
7068,Tesla Motors,75D,158,28.01.2018,2529.0,650.6,Winter tires,1,1,1,Fast,25.7,1,1,,13.0,
7069,Tesla Motors,75D,158,30.12.2017,1937.0,509.0,Winter tires,1,1,1,Fast,26.3,1,1,,13.6,
7070,Tesla Motors,75D,158,04.12.2017,2011.0,515.8,Winter tires,1,1,1,Fast,25.7,1,1,,13.0,
7071,Tesla Motors,75D,158,23.11.2017,729.4,179.5,Winter tires,1,1,1,Fast,24.6,1,1,,11.9,
7072,Tesla Motors,75D,158,10.11.2017,467.0,107.3,Summer tires,1,1,1,Fast,23.2,1,1,,10.5,
7073,Tesla Motors,75D,158,31.10.2017,497.8,114.0,Summer tires,1,1,1,Normal,22.9,1,0,,10.2,
7075,Tesla Motors,P85D,543,11.11.2018,2044.0,452.0,Summer tires,1,1,1,Moderate,22.11,1,1,,9.41,
7076,Tesla Motors,P85D,543,21.10.2018,37.0,8.1,Summer tires,1,1,1,Moderate,22.11,1,1,,9.41,
7077,Tesla Motors,P85D,543,20.10.2018,193.7,38.8,Summer tires,1,1,1,Moderate,200.0,1,1,,187.3,gratisstrom
7078,Tesla Motors,P85d,568,01.08.2020,1232.0,250.0,Summer tires,1,0,1,Moderate,20.29,0,0,,7.59,Trailer
7079,Tesla Motors,P85d,568,02.07.2020,2092.0,437.0,Summer tires,1,0,1,Moderate,20.89,0,0,,8.19,
7080,Tesla Motors,P85d,568,01.06.2020,960.0,173.0,Summer tires,1,0,1,Moderate,18.02,0,0,,5.32,
7081,Tesla Motors,P85d,568,02.05.2020,373.0,71.4,All-year tires,1,1,1,Moderate,19.14,0,0,,6.44,
7082,Tesla Motors,P85d,568,02.04.2020,384.0,101.7,Winter tires,1,1,0,Normal,26.48,0,1,,13.78,
7083,Tesla Motors,P85d,568,01.03.2020,1043.0,253.6,Winter tires,1,1,1,Normal,24.31,0,1,,11.61,
7084,Tesla Motors,P85d,568,31.01.2020,1534.0,432.9,Winter tires,1,1,1,Fast,28.22,0,1,,15.52,
7085,Tesla Motors,P85d,568,09.12.2019,1990.0,482.0,Summer tires,1,1,1,Fast,24.22,0,1,,11.52,
7086,Tesla Motors,P85d,568,15.11.2019,1036.0,228.4,Summer tires,1,1,1,Moderate,22.05,0,1,,9.35,
7087,Tesla Motors,P85d,568,26.10.2019,566.0,96.6,Summer tires,1,1,1,Moderate,17.07,0,0,,4.37,
7088,Tesla Motors,P85d,568,18.10.2019,2877.0,612.7,Summer tires,1,1,1,Moderate,21.3,1,0,,8.6,
7089,Tesla Motors,P85d,568,01.10.2019,916.0,186.3,Summer tires,1,1,1,Moderate,20.34,1,0,,7.64,
7090,Tesla Motors,P85d,568,30.08.2019,1882.0,414.0,Summer tires,0,1,1,Normal,22.0,1,0,,9.3,
