manufacturer,model,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Renault,ZOE,R90,68,10.08.2017,12563,217.0,29.5,Electricity,Summer tires,1,0,1,Normal,13.59,0,0,,-0.21000000000000085,
Renault,ZOE,R90,68,07.08.2017,12346,210.0,29.5,Electricity,Summer tires,1,0,1,Normal,14.05,0,0,,0.25,
Renault,ZOE,R90,68,03.08.2017,12136,200.0,27.5,Electricity,Summer tires,1,0,1,Normal,13.75,0,0,,-0.05000000000000071,
Renault,ZOE,R90,68,01.08.2017,11936,183.0,25.0,Electricity,Summer tires,1,0,1,Normal,13.66,0,0,,-0.14000000000000057,
Renault,ZOE,R90,68,30.07.2017,11753,155.0,34.9,Electricity,Summer tires,0,1,0,Normal,14.2,0,0,,0.3999999999999986,
Renault,ZOE,R90,68,30.07.2017,11598,140.0,7.0,Electricity,Summer tires,0,1,1,Moderate,14.2,0,0,,0.3999999999999986,
Renault,ZOE,R90,68,29.07.2017,11458,62.0,7.08,Electricity,Summer tires,0,0,1,Normal,11.42,0,0,,-2.380000000000001,
Renault,ZOE,R90,68,28.07.2017,11396,145.0,28.7,Electricity,Summer tires,0,1,1,Normal,15.51,0,0,,1.709999999999999,
Renault,ZOE,R90,68,28.07.2017,11251,156.0,18.0,Electricity,Summer tires,0,1,0,Fast,15.51,0,0,,1.709999999999999,
Renault,ZOE,R90,68,28.07.2017,11095,85.0,10.3,Electricity,Summer tires,1,0,1,Normal,12.12,0,0,,-1.6800000000000015,
Renault,ZOE,R90,68,27.07.2017,11010,249.0,33.2,Electricity,Summer tires,1,0,1,Normal,13.33,0,0,,-0.47000000000000064,
Renault,ZOE,R90,68,24.07.2017,10761,240.0,34.4,Electricity,Summer tires,1,0,1,Normal,14.33,0,0,,0.5299999999999994,
Renault,ZOE,R90,68,20.07.2017,10521,235.0,31.2,Electricity,Summer tires,1,0,1,Normal,13.28,0,0,,-0.5200000000000014,
Renault,ZOE,R90,68,17.07.2017,10286,164.0,24.2,Electricity,Summer tires,1,0,1,Normal,14.76,0,0,,0.9599999999999991,
Renault,ZOE,R90,68,14.07.2017,10122,229.0,29.1,Electricity,Summer tires,1,0,1,Normal,12.71,0,0,,-1.0899999999999999,
Renault,ZOE,R90,68,11.07.2017,9893,240.0,30.8,Electricity,Summer tires,1,0,1,Normal,12.83,0,0,,-0.9700000000000006,
Renault,ZOE,R90,68,08.07.2017,9653,152.0,21.7,Electricity,Summer tires,0,0,1,Normal,14.28,0,0,,0.47999999999999865,
Renault,ZOE,R90,68,07.07.2017,9501,165.0,22.1,Electricity,Summer tires,0,0,1,Normal,13.39,0,0,,-0.41000000000000014,
Renault,ZOE,R90,68,05.07.2017,9336,239.0,31.3,Electricity,Summer tires,1,0,1,Normal,13.1,0,0,,-0.7000000000000011,
Renault,ZOE,R90,68,01.07.2017,9097,198.0,26.2,Electricity,Summer tires,1,0,1,Normal,13.23,0,0,,-0.5700000000000003,
Renault,ZOE,R90,68,28.06.2017,8899,71.0,32.4,Electricity,Summer tires,0,1,1,Fast,17.44,0,0,,3.6400000000000006,SWR Filmteam 
Renault,ZOE,R90,68,28.06.2017,8828,160.0,14.8,Electricity,Summer tires,0,1,0,Fast,17.44,0,0,,3.6400000000000006,SWR Filmteam 
Renault,ZOE,R90,68,28.06.2017,8668,55.0,27.5,Electricity,Summer tires,0,1,0,Fast,17.44,0,0,,3.6400000000000006,SWR Filmteam 
Renault,ZOE,R90,68,28.06.2017,8613,35.0,3.7,Electricity,Summer tires,0,1,0,Fast,17.44,0,0,,3.6400000000000006,SWR Filmteam 
Renault,ZOE,R90,68,28.06.2017,8578,183.0,9.48,Electricity,Summer tires,1,1,1,Normal,17.44,0,0,,3.6400000000000006,SWR Filmteam
Renault,ZOE,R90,68,25.06.2017,8395,145.0,23.8,Electricity,Summer tires,0,1,1,Fast,16.41,0,0,,2.6099999999999994,
Renault,ZOE,R90,68,24.06.2017,8250,134.0,20.5,Electricity,Summer tires,0,0,1,Normal,15.3,0,0,,1.5,
Renault,ZOE,R90,68,23.06.2017,8116,72.0,8.2,Electricity,Summer tires,0,1,1,Fast,11.39,0,0,,-2.41,
Renault,ZOE,R90,68,22.06.2017,8044,80.0,10.8,Electricity,Summer tires,1,0,1,Normal,13.5,0,0,,-0.3000000000000007,
Renault,ZOE,R90,68,21.06.2017,7964,244.0,32.8,Electricity,Summer tires,1,0,1,Normal,13.44,0,0,,-0.3600000000000012,
Renault,ZOE,R90,68,16.06.2017,7720,246.0,32.8,Electricity,Summer tires,1,0,1,Normal,13.33,0,0,,-0.47000000000000064,
Renault,ZOE,R90,68,12.06.2017,7474,223.0,29.5,Electricity,Summer tires,1,0,1,Normal,13.23,0,0,,-0.5700000000000003,
Renault,ZOE,R90,68,08.06.2017,7251,229.0,31.6,Electricity,Summer tires,1,0,1,Normal,13.8,0,0,,0.0,
Renault,ZOE,R90,68,04.06.2017,7022,194.0,31.2,Electricity,Summer tires,0,1,0,Moderate,15.21,0,0,,1.4100000000000001,
Renault,ZOE,R90,68,04.06.2017,6828,59.0,32.0,Electricity,Summer tires,0,0,1,Normal,15.21,0,0,,1.4100000000000001,
Renault,ZOE,R90,68,04.06.2017,6769,246.0,12.7,Electricity,Summer tires,0,1,1,Moderate,15.21,0,0,,1.4100000000000001,
Renault,ZOE,R90,68,03.06.2017,6523,97.0,12.3,Electricity,Summer tires,0,0,1,Normal,12.68,0,0,,-1.120000000000001,
Renault,ZOE,R90,68,01.06.2017,6426,158.0,18.5,Electricity,Summer tires,0,0,1,Normal,11.71,0,0,,-2.09,
Renault,ZOE,R90,68,30.05.2017,6268,55.0,24.6,Electricity,Summer tires,0,0,1,Normal,14.75,0,0,,0.9499999999999993,
Renault,ZOE,R90,68,30.05.2017,6213,187.0,11.1,Electricity,Summer tires,0,1,1,Moderate,14.75,0,0,,0.9499999999999993,
Renault,ZOE,R90,68,29.05.2017,6026,55.0,22.6,Electricity,Summer tires,0,0,1,Moderate,13.53,0,0,,-0.27000000000000135,
Renault,ZOE,R90,68,29.05.2017,5971,78.0,16.7,Electricity,Summer tires,0,0,1,Moderate,13.53,0,0,,-0.27000000000000135,
Renault,ZOE,R90,68,28.05.2017,5893,227.0,9.4,Electricity,Summer tires,0,0,1,Moderate,13.53,0,0,,-0.27000000000000135,
Renault,ZOE,R90,68,28.05.2017,5666,31.0,11.5,Electricity,Summer tires,1,0,1,Moderate,11.63,0,0,,-2.17,
Renault,ZOE,R90,68,26.05.2017,5635,134.0,15.4,Electricity,Summer tires,0,0,1,Moderate,11.63,0,0,,-2.17,
Renault,ZOE,R90,68,26.05.2017,5501,130.0,7.4,Electricity,Summer tires,0,0,1,Moderate,11.63,0,0,,-2.17,
Renault,ZOE,R90,68,25.05.2017,5371,176.0,25.4,Electricity,Summer tires,0,0,1,Moderate,14.43,0,0,,0.629999999999999,
Renault,ZOE,R90,68,23.05.2017,5195,111.0,10.52,Electricity,Summer tires,0,1,1,Moderate,9.48,0,0,,-4.32,
Renault,ZOE,R90,68,22.05.2017,5084,128.0,18.9,Electricity,Summer tires,0,0,1,Moderate,14.77,0,0,,0.9699999999999989,
Renault,ZOE,R90,68,21.05.2017,4956,129.0,18.5,Electricity,Summer tires,0,0,1,Moderate,14.34,0,0,,0.5399999999999991,
Renault,ZOE,R90,68,20.05.2017,4827,38.0,5.7,Electricity,Summer tires,1,1,1,Normal,15.0,0,0,,1.1999999999999993,
Renault,ZOE,R90,68,19.05.2017,4789,106.0,15.6,Electricity,Summer tires,1,1,1,Normal,14.72,0,0,,0.9199999999999999,
Renault,ZOE,R90,68,18.05.2017,4683,245.0,32.0,Electricity,Summer tires,1,1,1,Normal,13.06,0,0,,-0.7400000000000002,
Renault,ZOE,R90,68,15.05.2017,4438,191.0,26.7,Electricity,Summer tires,1,1,1,Normal,13.98,0,0,,0.17999999999999972,
Renault,ZOE,R90,68,11.05.2017,4247,228.0,34.0,Electricity,Summer tires,1,1,1,Normal,14.91,0,0,,1.1099999999999994,
Renault,ZOE,R90,68,08.05.2017,4019,216.0,34.4,Electricity,Summer tires,1,1,1,Normal,15.93,0,0,,2.129999999999999,
Renault,ZOE,R90,68,04.05.2017,3803,229.0,35.3,Electricity,Summer tires,1,1,1,Normal,15.41,0,0,,1.6099999999999994,
Renault,ZOE,R90,68,30.04.2017,3574,156.0,24.2,Electricity,Summer tires,0,1,1,Fast,15.51,0,0,,1.709999999999999,
Renault,ZOE,R90,68,29.04.2017,3418,144.0,24.6,Electricity,Summer tires,1,1,1,Normal,17.08,0,0,,3.2799999999999976,
Renault,ZOE,R90,68,26.04.2017,3274,159.0,27.1,Electricity,Summer tires,1,1,1,Normal,17.04,0,0,,3.2399999999999984,
Renault,ZOE,R90,68,24.04.2017,3115,164.0,27.1,Electricity,Summer tires,1,1,1,Normal,16.52,0,0,,2.719999999999999,
Renault,ZOE,R90,68,21.04.2017,2951,114.0,17.2,Electricity,Summer tires,1,1,1,Normal,15.09,0,0,,1.2899999999999991,
Renault,ZOE,R90,68,20.04.2017,2837,159.0,28.7,Electricity,Summer tires,1,1,1,Normal,18.05,0,0,,4.25,
Renault,ZOE,R90,68,18.04.2017,2678,180.0,31.2,Electricity,Summer tires,1,0,1,Normal,17.33,0,0,,3.5299999999999976,
Renault,ZOE,R90,68,18.04.2017,2498,28.0,18.5,Electricity,Summer tires,0,1,0,Normal,18.51,0,0,,4.710000000000001,
Renault,ZOE,R90,68,18.04.2017,2470,167.0,17.6,Electricity,Summer tires,0,1,0,Normal,18.51,0,0,,4.710000000000001,
Renault,ZOE,R90,68,17.04.2017,2303,167.0,32.4,Electricity,Summer tires,0,1,0,Moderate,16.39,0,0,,2.59,
Renault,ZOE,R90,68,17.04.2017,2136,213.0,29.9,Electricity,Summer tires,0,1,0,Moderate,16.39,0,0,,2.59,
Renault,ZOE,R90,68,15.04.2017,1923,152.0,32.4,Electricity,Summer tires,0,1,0,Normal,15.47,0,0,,1.67,
Renault,ZOE,R90,68,14.04.2017,1771,232.0,27.0,Electricity,Summer tires,0,1,0,Moderate,15.47,0,0,,1.67,
Renault,ZOE,R90,68,13.04.2017,1539,78.0,10.3,Electricity,Summer tires,0,1,1,Normal,13.21,0,0,,-0.5899999999999999,
Renault,ZOE,R90,68,12.04.2017,1461,249.0,35.7,Electricity,Summer tires,0,1,1,Normal,14.34,0,0,,0.5399999999999991,
Renault,ZOE,R90,68,08.04.2017,1212,224.0,35.3,Electricity,Summer tires,0,1,1,Normal,15.76,0,0,,1.959999999999999,
Renault,ZOE,R90,68,05.04.2017,988,224.0,33.6,Electricity,Summer tires,0,1,1,Normal,15.0,0,0,,1.1999999999999993,
Renault,ZOE,R90,68,02.04.2017,764,290.0,35.3,Electricity,Summer tires,0,1,1,Normal,12.17,0,0,,-1.6300000000000008,
Renault,ZOE,R90,68,01.04.2017,474,77.0,9.0,Electricity,Summer tires,0,0,1,Normal,11.69,0,0,,-2.110000000000001,
Renault,ZOE,R90,68,31.03.2017,397,112.0,24.19,Electricity,Summer tires,0,1,1,Normal,15.14,0,0,,1.3399999999999999,
Renault,ZOE,R90,68,31.03.2017,285,194.0,22.14,Electricity,Summer tires,0,1,0,Normal,15.14,0,0,,1.3399999999999999,
Renault,ZOE,R90,68,31.03.2017,91,66.0,9.43,Electricity,Summer tires,0,1,1,Normal,14.29,0,0,,0.48999999999999844,
Renault,ZOE,R90,68,30.03.2017,25,25.0,3.69,Electricity,Summer tires,1,1,0,Normal,14.76,0,0,,0.9599999999999991,SOH 103%
Renault,ZOE,Zen,65,04.05.2017,9606,29.0,4.18,Electricity,All-year tires,0,0,0,Normal,14.41,0,0,,0.6099999999999994,
Renault,ZOE,Zen,65,03.05.2017,9606,45.0,7.04,Electricity,All-year tires,0,0,0,Normal,15.64,0,0,,1.8399999999999999,
Renault,ZOE,Zen,65,02.05.2017,9576,32.0,4.84,Electricity,All-year tires,0,0,0,Normal,15.13,0,0,,1.33,
Renault,ZOE,Zen,65,01.05.2017,9529,77.0,11.88,Electricity,All-year tires,0,0,0,Normal,15.43,0,0,,1.629999999999999,
Renault,ZOE,Zen,65,30.04.2017,9496,51.0,10.34,Electricity,All-year tires,0,0,0,Normal,20.27,0,0,,6.469999999999999,
Renault,ZOE,Zen,65,29.04.2017,9416,32.0,5.06,Electricity,All-year tires,0,0,0,Normal,15.81,0,0,,2.01,
Renault,ZOE,Zen,65,28.04.2017,9363,41.0,8.14,Electricity,All-year tires,0,0,0,Normal,19.85,0,0,,6.050000000000001,
Renault,ZOE,Zen,65,28.04.2017,9330,23.0,4.62,Electricity,All-year tires,0,0,0,Normal,20.09,0,0,,6.289999999999999,
Renault,ZOE,Zen,65,27.04.2017,9287,45.0,7.26,Electricity,All-year tires,0,0,0,Normal,16.13,0,0,,2.3299999999999983,
Renault,ZOE,Zen,65,26.04.2017,9263,45.0,8.14,Electricity,All-year tires,0,0,0,Normal,18.09,0,0,,4.289999999999999,
Renault,ZOE,Zen,65,25.04.2017,9216,80.0,13.2,Electricity,All-year tires,0,0,0,Normal,16.5,0,0,,2.6999999999999993,
Renault,ZOE,Zen,65,15.04.2017,9170,46.0,7.48,Electricity,All-year tires,0,0,0,Normal,16.26,0,0,,2.460000000000001,
Renault,ZOE,Zen,65,12.04.2017,9086,26.0,4.4,Electricity,All-year tires,0,0,0,Normal,16.92,0,0,,3.120000000000001,
Renault,ZOE,Zen,65,11.04.2017,9038,6.0,0.88,Electricity,All-year tires,0,0,0,Normal,14.67,0,0,,0.8699999999999992,
Renault,ZOE,Zen,65,10.04.2017,9011,38.0,6.16,Electricity,All-year tires,0,0,0,Normal,16.21,0,0,,2.41,
Renault,ZOE,Zen,65,09.04.2017,9005,75.0,11.88,Electricity,All-year tires,0,0,0,Normal,15.84,0,0,,2.039999999999999,
Renault,ZOE,Zen,65,08.04.2017,8966,84.0,11.88,Electricity,All-year tires,0,0,0,Normal,14.14,0,0,,0.33999999999999986,
Renault,ZOE,Zen,65,08.04.2017,8888,58.0,9.46,Electricity,All-year tires,0,0,0,Normal,16.31,0,0,,2.509999999999998,
Renault,ZOE,Zen,65,08.04.2017,8800,6.0,0.88,Electricity,All-year tires,0,0,0,Normal,14.67,0,0,,0.8699999999999992,
Renault,ZOE,Zen,65,07.04.2017,8740,30.0,4.84,Electricity,All-year tires,0,0,0,Normal,16.13,0,0,,2.3299999999999983,
Renault,ZOE,Zen,65,07.04.2017,8734,54.0,8.58,Electricity,All-year tires,0,0,0,Normal,15.89,0,0,,2.09,
Renault,ZOE,Zen,65,05.04.2017,8703,62.0,10.34,Electricity,All-year tires,0,0,0,Normal,16.68,0,0,,2.879999999999999,
Renault,ZOE,Zen,65,01.04.2017,8646,27.0,5.06,Electricity,All-year tires,0,0,0,Normal,18.74,0,0,,4.939999999999998,
Renault,ZOE,Zen,65,31.03.2017,8582,83.0,12.76,Electricity,All-year tires,0,0,0,Normal,15.37,0,0,,1.5699999999999985,
Renault,ZOE,Zen,65,31.03.2017,8554,57.0,9.9,Electricity,All-year tires,0,0,0,Normal,17.37,0,0,,3.5700000000000003,
Renault,ZOE,Zen,65,29.03.2017,8468,58.0,10.12,Electricity,All-year tires,0,0,0,Normal,17.45,0,0,,3.6499999999999986,
Renault,ZOE,Zen,65,28.03.2017,8408,60.0,10.56,Electricity,All-year tires,0,0,0,Normal,17.6,0,0,,3.8000000000000007,
Renault,ZOE,Zen,65,27.03.2017,8348,15.0,2.64,Electricity,All-year tires,0,0,0,Normal,17.6,0,0,,3.8000000000000007,
Renault,ZOE,Zen,65,24.03.2017,8286,61.0,11.66,Electricity,All-year tires,0,0,0,Normal,19.11,0,0,,5.309999999999999,
Renault,ZOE,Zen,65,22.03.2017,8270,71.0,11.66,Electricity,All-year tires,0,0,0,Normal,16.42,0,0,,2.620000000000001,
Renault,ZOE,Zen,65,21.03.2017,8206,58.0,11.22,Electricity,All-year tires,0,0,0,Normal,19.34,0,0,,5.539999999999999,
Renault,ZOE,Zen,65,20.03.2017,8132,35.0,6.82,Electricity,All-year tires,0,0,0,Normal,19.49,0,0,,5.689999999999998,
Renault,ZOE,Zen,65,19.03.2017,8071,16.0,3.74,Electricity,All-year tires,0,0,0,Normal,23.38,0,0,,9.579999999999998,
Renault,ZOE,Zen,65,18.03.2017,8036,92.0,16.5,Electricity,All-year tires,0,0,0,Normal,17.93,0,0,,4.129999999999999,
Renault,ZOE,Zen,65,18.03.2017,8019,27.0,4.62,Electricity,All-year tires,0,0,0,Normal,17.11,0,0,,3.3099999999999987,
Renault,ZOE,Zen,65,17.03.2017,7924,59.0,10.78,Electricity,All-year tires,0,0,0,Normal,18.27,0,0,,4.469999999999999,
Renault,ZOE,Zen,65,15.03.2017,7896,62.0,11.0,Electricity,All-year tires,0,0,0,Normal,17.74,0,0,,3.9399999999999977,
Renault,ZOE,Zen,65,14.03.2017,7834,61.0,10.56,Electricity,All-year tires,0,0,0,Normal,17.31,0,0,,3.509999999999998,
Renault,ZOE,Zen,65,12.03.2017,7770,102.0,15.62,Electricity,All-year tires,0,0,0,Normal,15.31,0,0,,1.5099999999999998,
Renault,ZOE,Zen,65,11.03.2017,7706,54.0,8.14,Electricity,All-year tires,0,0,0,Normal,15.07,0,0,,1.2699999999999996,
Renault,ZOE,Zen,65,11.03.2017,7600,20.0,3.74,Electricity,All-year tires,0,0,0,Normal,18.7,0,0,,4.899999999999999,
Renault,ZOE,Zen,65,11.03.2017,7544,57.0,10.56,Electricity,All-year tires,0,0,0,Normal,18.53,0,0,,4.73,
Renault,ZOE,Zen,65,08.03.2017,7523,63.0,11.88,Electricity,All-year tires,0,0,0,Normal,18.86,0,0,,5.059999999999999,
Renault,ZOE,Zen,65,07.03.2017,7464,60.0,11.22,Electricity,All-year tires,0,0,0,Normal,18.7,0,0,,4.899999999999999,
Renault,ZOE,Zen,65,04.03.2017,7398,85.0,13.86,Electricity,All-year tires,0,0,0,Normal,16.31,0,0,,2.509999999999998,
Renault,ZOE,Zen,65,02.03.2017,7336,61.0,11.66,Electricity,All-year tires,0,0,0,Normal,19.11,0,0,,5.309999999999999,
Renault,ZOE,Zen,65,01.03.2017,7248,61.0,10.78,Electricity,All-year tires,0,0,0,Normal,17.67,0,0,,3.870000000000001,
Renault,ZOE,Zen,65,28.02.2017,7184,75.0,12.54,Electricity,All-year tires,0,0,0,Normal,16.72,0,0,,2.919999999999998,
Renault,ZOE,Zen,65,27.02.2017,7121,72.0,12.98,Electricity,All-year tires,0,0,0,Normal,18.03,0,0,,4.23,
Renault,ZOE,Zen,65,22.02.2017,7043,52.0,8.36,Electricity,All-year tires,0,0,0,Normal,16.08,0,0,,2.2799999999999976,
Renault,ZOE,Zen,65,21.02.2017,6968,59.0,11.0,Electricity,All-year tires,0,0,0,Normal,18.64,0,0,,4.84,
Renault,ZOE,Zen,65,19.02.2017,6914,98.0,16.94,Electricity,All-year tires,0,0,0,Normal,17.29,0,0,,3.4899999999999984,
Renault,ZOE,Zen,65,16.02.2017,6852,35.0,5.72,Electricity,All-year tires,0,0,0,Normal,16.34,0,0,,2.539999999999999,
Renault,ZOE,Zen,65,15.02.2017,6750,92.0,15.4,Electricity,All-year tires,0,0,0,Normal,16.74,0,0,,2.9399999999999977,
Renault,ZOE,Zen,65,15.02.2017,6714,50.0,9.9,Electricity,All-year tires,0,0,0,Normal,19.8,0,0,,6.0,
Renault,ZOE,Zen,65,14.02.2017,6618,55.0,10.78,Electricity,All-year tires,0,0,0,Normal,19.6,0,0,,5.800000000000001,
Renault,ZOE,Zen,65,11.02.2017,6566,38.0,7.04,Electricity,All-year tires,0,0,0,Normal,18.53,0,0,,4.73,
Renault,ZOE,Zen,65,11.02.2017,6509,114.0,18.48,Electricity,All-year tires,0,0,0,Normal,16.21,0,0,,2.41,
Renault,ZOE,Zen,65,11.02.2017,6470,16.0,3.08,Electricity,All-year tires,0,0,0,Normal,19.25,0,0,,5.449999999999999,
Renault,ZOE,Zen,65,09.02.2017,6351,48.0,8.8,Electricity,All-year tires,0,0,0,Normal,18.33,0,0,,4.529999999999998,
Renault,ZOE,Zen,65,08.02.2017,6334,115.0,18.7,Electricity,All-year tires,0,0,0,Normal,16.26,0,0,,2.460000000000001,
Renault,ZOE,Zen,65,07.02.2017,6285,49.0,8.8,Electricity,All-year tires,0,0,0,Normal,17.96,0,0,,4.16,
Renault,ZOE,Zen,65,05.02.2017,6165,81.0,14.96,Electricity,All-year tires,0,0,0,Normal,18.47,0,0,,4.669999999999998,
Renault,ZOE,Zen,65,04.02.2017,6114,48.0,9.9,Electricity,All-year tires,0,0,0,Normal,20.63,0,0,,6.829999999999998,
Renault,ZOE,Zen,65,01.02.2017,6030,29.0,4.84,Electricity,All-year tires,0,0,0,Normal,16.69,0,0,,2.8900000000000006,
Renault,ZOE,Zen,65,31.01.2017,5980,41.0,7.26,Electricity,All-year tires,0,0,0,Normal,17.71,0,0,,3.91,
Renault,ZOE,Zen,65,31.01.2017,5950,55.0,10.78,Electricity,All-year tires,0,0,0,Normal,19.6,0,0,,5.800000000000001,
Renault,ZOE,Zen,65,30.01.2017,5907,13.0,3.3,Electricity,All-year tires,0,0,0,Normal,25.38,0,0,,11.579999999999998,
Renault,ZOE,Zen,65,29.01.2017,5850,70.0,16.06,Electricity,All-year tires,0,0,0,Normal,22.94,0,0,,9.14,
Renault,ZOE,Zen,65,28.01.2017,5836,8.0,1.98,Electricity,All-year tires,0,0,0,Normal,24.75,0,0,,10.95,
Renault,ZOE,Zen,65,26.01.2017,5764,44.0,11.0,Electricity,All-year tires,0,0,0,Normal,25.0,0,0,,11.2,
Renault,ZOE,Zen,65,25.01.2017,5755,21.0,5.06,Electricity,All-year tires,0,0,0,Normal,24.1,0,0,,10.3,
Renault,ZOE,Zen,65,25.01.2017,5709,42.0,9.9,Electricity,All-year tires,0,0,0,Normal,23.57,0,0,,9.77,
Renault,ZOE,Zen,65,24.01.2017,5688,45.0,10.78,Electricity,All-year tires,0,0,0,Normal,23.96,0,0,,10.16,
Renault,ZOE,Zen,65,23.01.2017,5644,32.0,7.48,Electricity,All-year tires,0,0,0,Normal,23.38,0,0,,9.579999999999998,
Renault,ZOE,Zen,65,19.01.2017,5597,34.0,7.04,Electricity,All-year tires,0,0,0,Normal,20.71,0,0,,6.91,
Renault,ZOE,Zen,65,18.01.2017,5564,49.0,10.56,Electricity,All-year tires,0,0,0,Normal,21.55,0,0,,7.75,
Renault,ZOE,Zen,65,17.01.2017,5528,46.0,10.34,Electricity,All-year tires,0,0,0,Normal,22.48,0,0,,8.68,
Renault,ZOE,Zen,65,13.01.2017,5478,36.0,7.7,Electricity,All-year tires,0,0,0,Normal,21.39,0,0,,7.59,
Renault,ZOE,Zen,65,13.01.2017,5430,39.0,7.48,Electricity,All-year tires,0,0,0,Normal,19.18,0,0,,5.379999999999999,
Renault,ZOE,Zen,65,12.01.2017,5392,50.0,10.12,Electricity,All-year tires,0,0,0,Normal,20.24,0,0,,6.439999999999998,
Renault,ZOE,Zen,65,11.01.2017,5352,45.0,9.46,Electricity,All-year tires,0,0,0,Normal,21.02,0,0,,7.219999999999999,
Renault,ZOE,Zen,65,10.01.2017,5300,40.0,9.02,Electricity,All-year tires,0,0,0,Normal,22.55,0,0,,8.75,
Renault,ZOE,Zen,65,08.01.2017,5253,1.0,0.0,Electricity,All-year tires,0,0,0,Normal,,0,0,,,
Renault,ZOE,Zen,65,08.01.2017,5211,89.0,18.04,Electricity,All-year tires,0,0,0,Normal,20.27,0,0,,6.469999999999999,
Renault,ZOE,Zen,65,06.01.2017,5210,6.0,1.1,Electricity,All-year tires,0,0,0,Normal,18.33,0,0,,4.529999999999998,
Renault,ZOE,Zen,65,06.01.2017,5118,32.0,6.6,Electricity,All-year tires,0,0,0,Normal,20.63,0,0,,6.829999999999998,
Renault,ZOE,Zen,65,06.01.2017,5111,16.0,3.52,Electricity,All-year tires,0,0,0,Normal,22.0,0,0,,8.2,
Renault,ZOE,Zen,65,06.01.2017,5078,19.0,4.18,Electricity,All-year tires,0,0,0,Normal,22.0,0,0,,8.2,
Renault,ZOE,Zen,65,03.01.2017,5062,36.0,7.48,Electricity,All-year tires,0,0,0,Normal,20.78,0,0,,6.98,
Renault,ZOE,Zen,65,02.01.2017,5042,73.0,12.98,Electricity,All-year tires,0,0,0,Normal,17.78,0,0,,3.9800000000000004,
Renault,ZOE,Zen,65,02.01.2017,5004,93.0,17.6,Electricity,All-year tires,0,0,0,Normal,18.92,0,0,,5.120000000000001,
Renault,ZOE,Zen,65,30.12.2016,4928,71.0,12.76,Electricity,All-year tires,0,0,0,Normal,17.97,0,0,,4.169999999999998,
Renault,ZOE,Zen,65,30.12.2016,4832,26.0,5.06,Electricity,All-year tires,0,0,0,Normal,19.46,0,0,,5.66,
Renault,ZOE,Zen,65,29.12.2016,4758,21.0,4.18,Electricity,All-year tires,0,0,0,Normal,19.9,0,0,,6.099999999999998,
Renault,ZOE,Zen,65,26.12.2016,4731,87.0,14.52,Electricity,All-year tires,0,0,0,Normal,16.69,0,0,,2.8900000000000006,
Renault,ZOE,Zen,65,26.12.2016,4709,17.0,3.52,Electricity,All-year tires,0,0,0,Normal,20.71,0,0,,6.91,
Renault,ZOE,Zen,65,23.12.2016,4618,48.0,10.34,Electricity,All-year tires,0,0,0,Normal,21.54,0,0,,7.739999999999998,
Renault,ZOE,Zen,65,21.12.2016,4601,27.0,5.5,Electricity,All-year tires,0,0,0,Normal,20.37,0,0,,6.57,
Renault,ZOE,Zen,65,20.12.2016,4551,60.0,12.98,Electricity,All-year tires,0,0,0,Normal,21.63,0,0,,7.829999999999998,
Renault,ZOE,Zen,65,18.12.2016,4523,78.0,13.86,Electricity,All-year tires,0,0,0,Normal,17.77,0,0,,3.969999999999999,
Renault,ZOE,Zen,65,17.12.2016,4460,84.0,14.96,Electricity,All-year tires,0,0,0,Normal,17.81,0,0,,4.009999999999998,
Renault,ZOE,Zen,65,16.12.2016,4379,32.0,6.16,Electricity,All-year tires,0,0,0,Normal,19.25,0,0,,5.449999999999999,
Renault,ZOE,Zen,65,15.12.2016,4292,45.0,8.58,Electricity,All-year tires,0,0,0,Normal,19.07,0,0,,5.27,
Renault,ZOE,Zen,65,14.12.2016,4259,1.0,0.22,Electricity,All-year tires,0,0,0,Normal,22.0,0,0,,8.2,
Renault,ZOE,Zen,65,13.12.2016,4212,68.0,13.2,Electricity,All-year tires,0,0,0,Normal,19.41,0,0,,5.609999999999999,
Renault,ZOE,Zen,65,12.12.2016,4211,86.0,16.94,Electricity,All-year tires,0,0,0,Normal,19.7,0,0,,5.899999999999999,
Renault,ZOE,Zen,65,09.12.2016,4140,17.0,3.52,Electricity,All-year tires,0,0,0,Normal,20.71,0,0,,6.91,
Renault,ZOE,Zen,65,08.12.2016,4051,50.0,10.56,Electricity,All-year tires,0,0,0,Normal,21.12,0,0,,7.32,
Renault,ZOE,Zen,65,08.12.2016,4033,20.0,4.18,Electricity,All-year tires,0,0,0,Normal,20.9,0,0,,7.099999999999998,
Renault,ZOE,Zen,65,03.12.2016,3981,56.0,10.56,Electricity,All-year tires,0,0,0,Normal,18.86,0,0,,5.059999999999999,
Renault,ZOE,Zen,65,30.11.2016,3960,12.0,2.86,Electricity,All-year tires,0,0,0,Normal,23.83,0,0,,10.029999999999998,
Renault,ZOE,Zen,65,30.11.2016,3902,73.0,13.42,Electricity,All-year tires,0,0,0,Normal,18.38,0,0,,4.579999999999998,
Renault,ZOE,Zen,65,29.11.2016,3889,38.0,5.72,Electricity,All-year tires,0,0,0,Normal,15.05,0,0,,1.25,
